,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
74,Sedum ternatum,Sedum ternatum,Forb/herb,EFNative,57,"MD, NY, RI, PA, NJ, VA, CT, ME, DE, VT, WV, NH, OH, MA","IL, IA, MO, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.10546875,0.361445783,74
75,Rosa carolina,Rosa carolina,Shrub,EFNative,37,"MD, MA, RI, PA, NJ, VA, CT, VT, NY, ME","IL, IA, KS, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.046875,0.301204819,75
76,Salix nigra,Salix nigra,Tree,EFNative,33,"MD, NJ, MA, VA, CT, PA, ME, OH","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03515625,0.289156627,76
77,Eutrochium maculatum,Eutrochium maculatum,Forb/herb,EFNative,75,"OH, KY, PA, MD, NH, MA, RI, NJ, VA, CT, ME, DE, VT, NY","CO, ID, WA, WY, IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AZ, UT, NM, MD, NC, VA",NA,0.16015625,0.409638554,77
78,Prunus americana,Prunus americana,Shrub,EFNative,31,"MD, VT, PA, ME, VA, DE, MA, NJ, OH, RI","CO, ID, MT, OR, WA, WY, IL, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, UT, NM, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.277108434,78
79,Carex stricta,Carex stricta,Grass,EFNative,40,"VA, MA, PA, DE, RI, MD, NH, NY, NJ, CT, VT, OH","IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, RI, VT, WV, NM, TX, AL, DE, KY, MD, MS, NC, TN, VA",NA,0.05859375,0.301204819,79
80,Alnus serrulata,Alnus serrulata,Shrub,EFNative,29,"MA, MD, PA, NJ, VA, DE","IL, MO, OK, CT, IN, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060241,80
81,Betula lenta,Betula lenta,Tree,EFNative,29,"MA, MD, PA, NJ, VA, NH, ME","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060241,81
82,Eupatorium hyssopifolium,Eupatorium hyssopifolium,Forb/herb,EFNative,29,"MD, RI, PA, VA, NJ, CT, DE, MA, ME, VT","IL, MO, WI, CT, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.265060241,82
83,Rudbeckia triloba,Rudbeckia triloba,Forb/herb,EFNative,62,"MA, OH, NY, MD, RI, PA, VA, CT, VT, ME, DE, NJ","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, VT, WV, UT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, TN, VA",NA,0.125,0.361445783,83
84,Antennaria plantaginifolia,Antennaria plantaginifolia,Forb/herb,EFNative,30,"MA, MD, NH, VA, RI, PA, CT, DE, WV, VT, OH, NJ","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, NH, NJ, NY, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.265060241,84
85,Physostegia virginiana,Physostegia virginiana,Forb/herb,EFNative,75,"MA, DE, OH, NY, MD, NH, PA, ME, VA, CT, VT, NJ, RI, WV","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MI, NH, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.1640625,0.397590361,85
86,Echinacea purpurea,Echinacea purpurea,Forb/herb,EFNative,137,"OH, MA, MD, KY, PA, NY, NH, RI, CT, NJ, ME, VA, VT, DE, WV","CO, IL, IA, KS, MO, OK, WI, IN, MI, NY, OH, PA, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.34765625,0.578313253,86
87,Eurybia macrophylla,Eurybia macrophylla,Forb/herb,EFNative,39,"ME, MA, PA, MD, NJ, CT, NY, DE, RI, VT, WV, VA, NH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, TN, VA",NA,0.05859375,0.289156627,87
88,Solidago sempervirens,Solidago sempervirens,Forb/herb,EFNative,32,"ME, MA, MD, RI, PA, NJ, VA, CT, DE, NH","CT, ME, MA, NH, NJ, NY, PA, RI, DE, MD, VA",WI,0.0390625,0.265060241,88
89,Liatris spicata,Liatris spicata,Forb/herb,EFNative,122,"DE, MA, KY, OH, PA, NY, MD, NH, RI, NJ, VA, ME, CT, VT, WV","CO, IL, IA, KS, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.3046875,0.530120482,89
90,Solidago juncea,Solidago juncea,Forb/herb,EFNative,24,"MA, RI, MD, PA, VA, CT, ME, NJ","IL, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.240963855,90
91,Solidago rugosa,Solidago rugosa,Forb/herb,EFNative,69,"MA, MD, KY, PA, NY, RI, CT, NJ, VA, DE, ME, OH, WV, VT, NH","IL, MO, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1484375,0.373493976,91
92,Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,Forb/herb,EFNative,41,"MA, PA, MD, NH, RI, CT, VA, NY, DE, ME, VT, OH, NJ","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.06640625,0.289156627,92
93,Monarda didyma,Monarda didyma,Forb/herb,EFNative,119,"MA, PA, OH, NY, MD, NH, RI, NJ, ME, VA, CT, DE, WV, VT","CT, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, GA, KY, MD, MS, NC, TN, VA",NA,0.296875,0.518072289,93
94,Carex lurida,Carex lurida,Grass,EFNative,21,"VA, NJ, MA, MD, CT, PA, OH","IL, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.228915663,94
95,Symphyotrichum oblongifolium,Symphyotrichum oblongifolium,Forb/herb,EFNative,66,"PA, NY, MD, RI, NJ, MA, VA, DE, ME, CT, WV, NH, VT, OH","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, OH, PA, WV, NM, TX, AL, AR, KY, MD, MS, NC, TN, VA",NA,0.140625,0.361445783,95
96,Carex pensylvanica,Carex pensylvanica,Grass,EFNative,95,"PA, DE, VA, MD, VT, NH, MA, NJ, OH, RI, NY, ME, CT, WV","IL, IA, MN, MO, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, TN, VA",NA,0.2265625,0.445783133,96
97,Helianthus divaricatus,Helianthus divaricatus,Forb/herb,EFNative,26,"PA, MD, RI, VA, DE, OH, NJ, ME","IL, IA, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.240963855,97
98,Dryopteris marginalis,Dryopteris marginalis,Forb/herb,EFNative,71,"OH, NY, MD, PA, MA, RI, NJ, ME, CT, DE, VA, VT, NH, WV","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.15625,0.373493976,98
99,Rudbeckia hirta,Rudbeckia hirta,Forb/herb,EFNative,67,"MA, OH, PA, MD, NH, RI, VA, CT, VT, NY, ME, NJ, DE","CO, ID, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.361445783,99
100,Heuchera americana,Heuchera americana,Forb/herb,EFNative,63,"MA, PA, MD, NY, NJ, VA, VT, ME, DE, OH, WV, NH, CT, RI","IL, MO, OK, CT, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1328125,0.34939759,100
101,Amelanchier canadensis,Amelanchier canadensis,Shrub,EFNative,108,"MA, OH, MD, NH, NJ, PA, CT, RI, NY, ME, VA, VT, WV, DE","CT, ME, MA, NH, NJ, NY, PA, RI, VT, AL, DE, GA, MD, NC, SC, TN, VA",NA,0.265625,0.481927711,101
102,Andropogon virginicus,Andropogon virginicus,Grass,EFNative,35,"MD, PA, WV, VA, DE, VT, NJ, MA, CT","IL, IA, KS, MO, OK, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",HI,0.05078125,0.265060241,102
103,Oenothera fruticosa,Oenothera fruticosa,Forb/herb,EFNative,40,"DE, OH, MD, RI, PA, VA, CT, VT, ME, NJ, NH, NY","IL, MO, OK, CT, IN, MA, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.06640625,0.277108434,103
104,Euonymus americanus,Euonymus americanus,Forb/herb,EFNative,28,"MD, PA, CT, VA, DE, NJ","IL, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.240963855,104
105,Onoclea sensibilis,Onoclea sensibilis,Forb/herb,EFNative,65,"NY, MD, MA, RI, PA, VT, NJ, ME, VA, CT, DE, OH, NH","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.140625,0.34939759,105
106,Iris cristata,Iris cristata,Forb/herb,EFNative,66,"NY, MD, NH, RI, PA, CT, DE, VA, MA, OH, ME, VT, WV, NJ","IL, IA, MO, OK, IN, NY, OH, PA, WV, AL, AR, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.34939759,106
107,Tiarella cordifolia,Tiarella cordifolia,Forb/herb,EFNative,91,"MA, OH, PA, MD, NH, RI, CT, DE, NJ, VA, ME, VT, NY, WV","GA, MD, NC, SC, VA",NA,0.21875,0.421686747,107
108,Arisaema triphyllum,Arisaema triphyllum,Forb/herb,EFNative,38,"MA, MD, RI, PA, NJ, VA, CT, ME, DE, VT, WV, OH, NH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0625,0.265060241,108
109,Ageratina altissima,Ageratina altissima,Forb/herb,EFNative,48,"ME, MA, NY, MD, CT, VA, PA, NJ, DE, VT, OH, NH, RI","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.09375,0.289156627,109
110,Phlox divaricata,Phlox divaricata,Forb/herb,EFNative,81,"MA, OH, PA, NY, MD, NH, RI, CT, NJ, VA, ME, VT, DE, WV","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.19140625,0.385542169,110
111,Elymus virginicus,Elymus virginicus,Grass,EFNative,20,"RI, MA, MD, VA, PA, NJ","CO, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.204819277,111
112,Coreopsis tripteris,Coreopsis tripteris,Forb/herb,EFNative,37,"MA, MD, PA, RI, VA, NJ, CT, DE, ME, VT, NY, NH, OH","IL, IA, KS, MO, OK, WI, CT, IN, MA, MI, OH, PA, RI, VT, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0625,0.253012048,112
113,Viburnum acerifolium,Viburnum acerifolium,Shrub,EFNative,33,"MD, NJ, MA, RI, PA, CT, OH, VA, NY, DE","IL, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.240963855,113
114,Rubus odoratus,Rubus odoratus,Shrub,EFNative,29,"MA, PA, RI, CT, DE, ME, VA, VT, OH, NJ","MT, WA, IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, NC, TN, VA",NA,0.0390625,0.228915663,114
115,Carex crinita,Carex crinita,Grass,EFNative,21,"MA, PA, VA, CT, MD, NJ","IL, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.204819277,115
116,Solidago bicolor,Solidago bicolor,Forb/herb,EFNative,21,"MA, PA, RI, MD, VA, CT, NJ, ME, NH","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, AL, AR, DE, GA, KY, MD, MS, NC",NA,0.015625,0.204819277,116
117,Rhus copallinum,Rhus copallinum,Shrub,EFNative,30,"MD, NY, PA, MA, OH, VA, CT, DE, NJ, VT","IL, IA, KS, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.228915663,117
118,Helianthus angustifolius,Helianthus angustifolius,Forb/herb,EFNative,26,"NY, MD, PA, NJ, VA, VT","IA, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.21686747,118
119,Tridens flavus,Tridens flavus,Grass,EFNative,18,"MA, PA, RI, MD, VA, CT, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.192771084,119
120,Maianthemum racemosum,Maianthemum racemosum,Forb/herb,EFNative,35,"MD, RI, PA, VA, CT, DE, OH, ME, VT, NJ, WV, NH, MA","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05859375,0.240963855,120
121,Ratibida pinnata,Ratibida pinnata,Forb/herb,EFNative,35,"MA, OH, NH, PA, MD, ME, VT, NY, NJ, VA, CT","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MA, MI, NY, OH, VT, AL, AR, FL, GA, KY, LA, MS, TN",NA,0.05859375,0.240963855,121
122,Sanguinaria canadensis,Sanguinaria canadensis,Forb/herb,EFNative,35,"PA, MD, ME, VA, CT, DE, MA, RI, VT, OH, WV, NJ","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.05859375,0.240963855,122
123,Dicentra cucullaria,Dicentra cucullaria,Forb/herb,EFNative,27,"RI, MA, NY, PA, MD, CT, ME, DE, VA, VT, OH, WV","ID, OR, WA, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.03515625,0.21686747,123
124,Mertensia virginica,Mertensia virginica,Forb/herb,EFNative,64,"MA, DE, NY, MD, RI, PA, CT, ME, NJ, VA, WV, OH, VT, NH","IL, IA, KS, MN, MO, WI, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.14453125,0.325301205,124
125,Echinacea pallida,Echinacea pallida,Forb/herb,EFNative,44,"MA, MD, NH, RI, PA, CT, NJ, VA, DE, VT, OH, ME, NY","IL, IA, KS, MO, NE, OK, WI, CT, IN, ME, MA, MI, NY, RI, TX, AL, AR, GA, LA, NC, TN, VA",NA,0.0859375,0.265060241,125
126,Betula alleghaniensis,Betula alleghaniensis,Tree,EFNative,32,"MD, PA, OH, VT, CT, ME, NJ, NH, MA, VA","IL, IA, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.05078125,0.228915663,126
127,Eutrochium dubium,Eutrochium dubium,Forb/herb,EFNative,77,"ME, MA, OH, NY, MD, RI, PA, NJ, VA, CT, VT, DE, WV, NH","CT, ME, MA, NH, NJ, NY, PA, RI, VT, DE, MD, NC, SC, VA",NA,0.18359375,0.361445783,127
128,Hamamelis virginiana,Hamamelis virginiana,Shrub,EFNative,110,"OH, MD, MA, NY, NH, NJ, PA, RI, VA, CT, ME, VT, DE","IL, IA, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.28125,0.457831325,128
129,Quercus alba,Quercus alba,Tree,EFNative,90,"OH, MD, KY, NJ, MA, PA, VA, RI, NY, VT, CT, ME, DE","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.22265625,0.397590361,129
130,Silene caroliniana,Silene caroliniana,Forb/herb,EFNative,37,"ME, NY, MD, MA, PA, VA, CT, VT, DE, OH, WV, NJ, NH","KS, MO, CT, MA, NH, NJ, NY, OH, PA, RI, WV, AL, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.06640625,0.240963855,130
131,Rhus glabra,Rhus glabra,Shrub,EFNative,29,"OH, MD, MA, VA, CT, DE, PA, NJ, ME","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.21686747,131
132,Juncus tenuis,Juncus tenuis,Grass,EFNative,25,"MD, RI, MA, PA, VA, CT, NJ, WV","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.204819277,132
133,Blephilia ciliata,Blephilia ciliata,Forb/herb,EFNative,21,"MA, NH, RI, PA, NJ, VA, MD","IL, KS, MO, OK, WI, CT, IN, MA, MI, NY, OH, PA, VT, AL, AR, GA, KY, MD, MS, NC, TN, VA",NA,0.01953125,0.192771084,133
134,Asarum canadense,Asarum canadense,Forb/herb,EFNative,66,"NY, MD, PA, RI, MA, CT, ME, NJ, NH, VA, DE, VT, WV, OH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.15234375,0.325301205,134
135,Agastache foeniculum,Agastache foeniculum,Forb/herb,EFNative,58,"MA, VT, PA, OH, MD, NH, RI, NJ, VA, CT, ME, DE, WV","CO, ID, MT, WA, WY, IL, IA, MN, ND, NE, SD, WI",NA,0.12890625,0.301204819,135
136,Aronia melanocarpa,Aronia melanocarpa,Shrub,EFNative,132,"OH, MA, MD, KY, NY, NJ, PA, VA, RI, CT, ME, VT, DE, NH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, NC, SC, TN, VA",NA,0.34765625,0.518072289,136
137,Callicarpa americana,Callicarpa americana,Shrub,EFNative,34,"MD, NJ, VA, PA, DE, OH","MO, OK, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05859375,0.228915663,137
138,Lonicera sempervirens,Lonicera sempervirens,Vine,EFNative,79,"MD, OH, NY, NH, NJ, PA, MA, RI, CT, VA, ME, DE, VT, WV","IA, KS, MO, OK, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.19140625,0.361445783,138
139,Scutellaria incana,Scutellaria incana,Forb/herb,EFNative,30,"NJ, PA, MA, VT, NH, VA, DE, OH, RI","IL, IA, KS, MO, WI, IN, MI, NJ, NY, OH, PA, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.046875,0.21686747,139
140,Cornus alternifolia,Cornus alternifolia,Shrub,EFNative,75,"OH, MD, NJ, RI, MA, PA, VA, CT, ME, VT, DE, NH, NY","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.1796875,0.34939759,140
141,Baccharis halimifolia,Baccharis halimifolia,Shrub,EFNative,26,"MD, PA, MA, RI, NJ, VA, DE, ME","OK, CT, MA, NJ, NY, PA, RI, TX, AL, AR, DE, FL, GA, LA, MD, MS, SC, VA",CA,0.03515625,0.204819277,141
142,Erigeron pulchellus,Erigeron pulchellus,Forb/herb,EFNative,22,"PA, MD, VA, CT, VT, DE, OH, WV, ME, RI, MA","IL, IA, KS, MN, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.192771084,142
143,Sisyrinchium angustifolium,Sisyrinchium angustifolium,Forb/herb,EFNative,80,"MA, OH, ME, NY, MD, RI, PA, NJ, VA, CT, VT, DE, WV, NH","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.1953125,0.361445783,143
144,Phlox maculata,Phlox maculata,Forb/herb,EFNative,19,"MA, NH, MD, PA, CT, NJ, ME, DE, VA","IL, IA, MN, CT, IN, ME, MI, NJ, NY, OH, PA, VT, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.015625,0.180722892,144
145,Chasmanthium latifolium,Chasmanthium latifolium,Grass,EFNative,101,"MA, OH, KY, PA, NY, MD, RI, CT, ME, NJ, VA, DE, VT, NH, WV","IL, KS, MO, NE, OK, WI, IN, MI, NJ, OH, PA, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.2578125,0.421686747,145
146,Panicum virgatum,Panicum virgatum,Grass,EFNative,146,"OH, MA, MD, KY, ME, NY, PA, RI, NJ, CT, VA, VT, DE, NH, WV","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.390625,0.554216867,146
147,Sassafras albidum,Sassafras albidum,Shrub,EFNative,44,"OH, MD, KY, MA, PA, CT, NJ, VA, DE, NY, NH, ME","IL, IA, KS, MO, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.08984375,0.253012048,147
148,Sporobolus heterolepis,Sporobolus heterolepis,Grass,EFNative,81,"MA, PA, OH, KY, VT, NH, MD, DE, NJ, ME, VA, NY, CT, WV, RI","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NY, OH, PA, NM, AR, GA, KY, MD, NC, TN, VA",NA,0.19921875,0.361445783,148
149,Pinus virginiana,Pinus virginiana,Tree,EFNative,28,"MD, NJ, VA, OH, DE, PA, MA, RI","IN, NJ, NY, OH, PA, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.04296875,0.204819277,149
150,Solidago rigida,Solidago rigida,Forb/herb,EFNative,24,"MA, PA, MD, VA, DE, NH, NJ","CO, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NJ, NY, OH, PA, RI, WV, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03125,0.192771084,150
151,Helenium flexuosum,Helenium flexuosum,Forb/herb,EFNative,20,"MA, PA, MD, NJ, VA, CT, RI, DE, OH","IL, MO, OK, WI, IN, MA, MI, NJ, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.180722892,151
152,Chrysopsis mariana,Chrysopsis mariana,Forb/herb,EFNative,16,"RI, MD, VA, NJ, PA","NJ, NY, OH, PA, RI, WV, TX, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.168674699,152
