"","Name_submitted","Accepted_name","paperid","inv_ctry","explicit_invdef","explicit_invdefdesc","implicit_invdef","implicit_invdefdesc","locdata","locdata_type","finding"
"14065","prunus laurocerasus","Prunus laurocerasus","LIM2014","United Kingdom of Great Britain and Northern Ireland","Y","invasive species have the propensity to alter ecosystems fundamentally through their effects on native biodiversity, ecosystem processes and ultimately the services they provide. ",NA,NA,"Y","MAP","the transition from non-invasive to invasive is not related to phylogenetic distinctiveness to the native community, but instead to their environmental preferences. therefore, combating biological invasions in britain and other industrialized countries need entirely different strategies than in more natural environments."
"14066","prunus laurocerasus","Prunus laurocerasus","MCAL2018","New Zealand","N",NA,NA,NA,"Y","MAP","our results demonstrate that (1) woody weed species vary in the extent to which they regenerate under their own canopy, and (2) closed canopy woody weed stands frequently have a predominantly native understory."
"14067","prunus laurocerasus","Prunus laurocerasus","PUDD2016","France","Y","there are many ways alien plants can directly and indirectly menace the preservation of native flora. as regards; among other effects on biodiversity; it is reported that they can change ecosystems through the alteration of soil stability; the promotion of erosion; being vector of parasites and diseases; the colonization of free spaces; the exploitation of natural resources; the accumulation of litter; the promotion or suppression of fire and; together with the more or less massive human intervention; the homogenization of the floras (vitousek; 1990; richardson et al.; 2000; winter et al.; 2009).",NA,NA,"Y","COORDS","nevertheless; in light of the high proportion of alien entities that characterizes the flora of sardinia and corsica; it is reasonable to speak of a full-scale invasion. in this sense; although it is possible to lead back at least part of the competitive success of some alien taxa -linked to their ability to settle down in anthropic environments; it is undeniable that other natural habitats; such as wetlands and coastal areas; are particularly sensitive to the entry of alien and in particular invasive entities."
"14068","prunus laurocerasus","Prunus laurocerasus","SMAR2014","United Kingdom of Great Britain and Northern Ireland","N",NA,NA,NA,"Y","MAP","although the impacts of the 1987 storm were spatially variable in terms of impacts on woody basal area, the storm had a positive effect on understorey species richness. there was no evidence that disturbance had increased dominance of gaps by invasive species. this could change if recovery from acidification results in a soil ph regime associated with greater macronutrient availability."
"14069","prunus laurocerasus","Prunus laurocerasus","ZHOU2019",NA,"N",NA,NA,NA,"N",NA,"our results suggest that enhanced activity of soil nutrient-releasing enzymes after plant invasion may accelerate nutrient cycling, potentially creating a nutrient-rich soil environment that benefits invaders and promotes their persistence, as invasive plants often appear to be more resource-demanding and competitive than native species."
"14070","reynoutria japonica compacta","Reynoutria compacta","BIMO2003","Czechia","N",NA,NA,NA,"N",NA,"regen from stems less efficient than from rhizomes in all compared reynoutria taxa. r. japonica compacta generated the tallest shoots."
"14071","reynoutria sachalinensis","Reynoutria sachalinensis","BIMO2003","Czechia","N",NA,NA,NA,"N",NA,"regen from stems was more efficient than rhizomes in r. sachalinensis."
"14072","reynoutria sachalinensis","Reynoutria sachalinensis","BRAB2000","Czechia","Y","threat to adjacent vegetation",NA,NA,"N",NA,"traditional management applied continuously may represent an effective barrier against the invasion of these species; once ceaced, the potential for invasion increases & then special control measures will be required to eliminate the invading plants effectively"
"14073","reynoutria sachalinensis","Reynoutria sachalinensis","CZAR2020","Poland","Y","invasion ecology defines invasive plants as naturalised species whose offspring are capable of reproducing at long distance from their parent plants and as a result can spread over large areas...",NA,NA,"Y","BOTH","in this study, we prove that the presence of invasive species in grasslands depends on numerous variables that operate at different scales. the most important drivers were related to environmental heterogeneity (landscape structure), geodiversity (land relief, soil), climate (temperature) and resident vegetation (average ellenberg's indicator values for nitrogen and moisture)."
"14074","reynoutria sachalinensis","Reynoutria sachalinensis","GUCW2016","Poland","Y","the invasion of alien plants alter the local biological community structure; leading to biodiversity loss...",NA,NA,"Y","COORDS","to conclude; root endophytes can determine the success of non-native plant species in the process of plant invasion."
"14075","reynoutria sachalinensis","Reynoutria sachalinensis","JUNG2019","Switzerland","N",NA,NA,NA,"N",NA,"the results suggest that a higher problem awareness increases the willingness to pay for countermeasures. we conclude that education programs or information campaigns are promising instruments to raise public awareness and to avoid conflicts concerning the management of invasive alien species."
"14076","reynoutria sachalinensis","Reynoutria sachalinensis","KAPP2007","Germany","N",NA,NA,NA,"Y","COORDS","ecosystem changes associated with reynoutria invasion are characterized by shifts from a plant-based to a detritus-based food chain and that reynoutria invasion primarily enhances predators that profit from the simplified vegetation structure."
"14077","reynoutria sachalinensis","Reynoutria sachalinensis","LAZZ2020","Italy","Y","we adopted the regulation (eu) no. 1143/2014 definition of ias as those “whose introduction or spread has been found to threaten or adversely impact upon biodiversity and related ecosystem services”.",NA,NA,"Y","MAP","our data indicate that 84 out of 132 natura 2000 habitats (64%) are subjected to some degree of impact by invasive alien plants...although not exhaustive, this research is the first example of nationwide evaluation of the ecological impacts of invasive alien plants on plant communities and natura 2000 habitats."
"14078","reynoutria sachalinensis","Reynoutria sachalinensis","MART2019B","France","N",NA,NA,NA,"Y","MAP","all evidences indicate that the knotweed complex is able to colonize and thrive in mountains areas. however, due to the particularities of its spatial dynamics, adequate and timely actions could easily be undertaken to prevent further invasion and associated impacts and reduce management costs."
"14079","reynoutria sachalinensis","Reynoutria sachalinensis","NAWR2018","Poland","N",NA,NA,NA,"N",NA,"in summary, r. sachalinensis contains significantly less anthraquinones and no detectable stilbenes, which together with much larger amounts of hydroxycinnamic glycosides allows easy distinguishing from the two other species. the rhizomes of r. x bohemica that have been so far little studied, contained intermediate amounts of analyzed compounds."
"14080","reynoutria sachalinensis","Reynoutria sachalinensis","NICH2019","United States of America","Y","all three sources define invasives as non-native species whose introduction and naturalization into native habitat cause or are likely to cause environmental or economic harm.",NA,NA,"N",NA,"here, we compare new hampshire county-level invasive species distributions from the flora of new england (seymour 1969) with current distributions. in doing so, we benefit from the in-house examination of county-level specimen records seymour and other experts made compiling the flora in the region's herbaria."
"14081","reynoutria sachalinensis","Reynoutria sachalinensis","PYSE1993","Czechia","N",NA,NA,NA,"N",NA,"the ranking of species according to the decreasing rate of invasion was: i. glandulifera, reynoutria japonica, heracleum mantegazzianum, r. sachalinensis. the rate of invasion in riparian habitats, if these were treated separately, decreased in the following order: i. glandulifera, r. sachalinensis, r. japonica, h. mantegazzianum."
"14082","reynoutria sachalinensis","Reynoutria sachalinensis","PYSE2003A","Czechia","Y","vast numbers of species have been translocated over the globe, and these alien taxa contribute remarkably to species numbers of local floras. by competing with native species, invaders may reduce native species diversity, although only a small numberof alien species appear to negatively affect native communities.",NA,NA,"Y","BOTH","mean clone size recorded in the field was marginally significantly related to emergence time during regeneration: regeneration characteristics might thus affect the extent of r. xbohemica invasion at a regional scale. hybrids genetically intermediate between the parents regeneratedbetter than those closely related to parents. novel hybrid invasive genotypes may be producedby rare sexual reproduction, fixed by clonal growth,and present a previously unknown threat to native vegetation. "
"14083","reynoutria sachalinensis","Reynoutria sachalinensis","SERA2012","Czechia","Y","knotweeds are invasive plants capable of crowding all other vegetation and competiting successfully with native plant species. they change the habitat by shading out native vegetation, reducing species diversity, and suppressing wildlife habitat.",NA,NA,"N",NA,"the tested crop plants were more sensitive than either weed plant. the highest phytotoxicity was found for crop plants cultivated in soil contaminated with r. japonica leaves (wherein seed germination for l. alba was 35% and for b. napus 43%). reaction of weed plant was stimulatory (seed germination for e. crus-galli in soil contaminated with r. sachalinensis leaves was 191%). this response is probably plant hormesis."
"14084","reynoutria sachalinensis","Reynoutria sachalinensis","STAJ2017","Czechia","N",NA,NA,NA,"Y","MAP","both measures of the invasive neophytes' performance we used, species richness and total cover, respond consistently to these factors; they decrease with increasing distance from the city centre and are supported by habitat richness—more habitats recorded for a cell might be a ''prerequisite'' for the occurence of more species in the cell. this implies that invasive neophytes in the urban environment perform better in areas that harbour a wide range of habitats—available niches for newcomers."
"14085","reynoutria sachalinensis","Reynoutria sachalinensis","TOPP2008","Germany","Y","assemblages of aerial insects associated with invasive vegetation considerably differ from those of native vegetation as invaders support lower abundance and species richness",NA,NA,"N",NA,"monotypic reynoutria stands exhibited lower beetle abundance, species richness and rarefaction diversity irrespective of location"
"14086","reynoutria sachalinensis","Reynoutria sachalinensis","VUKO2019","Croatia","N",NA,NA,NA,"Y","COORDS","in contrast to previously recorded distributions, we found that r. x bohemica is by far the most widespread, r. japonica is occasional, and r. sachalinensis is extremely rare."
"14087","reynoutria sachalinensis","Reynoutria sachalinensis","WILL1997B","New Zealand","N",NA,"N",NA,"N",NA,"the report provides an understanding of the overall nature of weeds, their relationship with the native vegetation, and the importance of weed biology when considering control measures."
"14088","reynoutria japonica","Reynoutria japonica","BIMO2004","Czechia","N",NA,NA,NA,"Y","BOTH","species richness of commmunity has no influence on success of reynoutria invasion, r. japonica invaded more habitat types than its relatives"
"14089","reynoutria japonica","Reynoutria japonica","BOTE2018","France","N",NA,NA,NA,"Y","MAP","by comparing sdms trained on pl@ntnet unvalidated observations with validated independent count data on a large spatial scale, we found that the data are rich enough to be used for sdm with only a single year of data collection. however, we also showed that distributions reported from pl@ntnet data do not precisely match those of expert data."
"14090","reynoutria japonica","Reynoutria japonica","BRAB2000","Czechia","Y","threat to adjacent vegetation",NA,NA,"N",NA,"traditional management applied continuously may represent an effective barrier against the invasion of these species; once ceaced, the potential for invasion increases & then special control measures will be required to eliminate the invading plants effectively"
"14091","reynoutria japonica","Reynoutria japonica","CHAD2019","Russian Federation","N",NA,NA,NA,"Y","COORDS","a blacklist of the flora of kabardino-balkaria has been expanded. information about 47 species with a significant invasive potential has been added to the previously published data about 22 invasive plant species."
"14092","reynoutria japonica","Reynoutria japonica","CRYS2020A",NA,"N",NA,NA,NA,"N",NA,"we found a clear decline in the cumulative mean effect of invasive species on local native species richness as published evidence accumulated between 1999 and 2016."
"14093","reynoutria japonica","Reynoutria japonica","CRYS2020B",NA,"N",NA,NA,NA,"N",NA,"our results provide compelling evidence that there are a variety of 'known unknowns' in regards to the empirical evidence base that is available to inform impact hypotheses."
"14094","reynoutria japonica","Reynoutria japonica","DECA2018","Spain","N",NA,NA,NA,"Y","BOTH","special attention should be given to the areas where aridification of climate is projected and where introduced neotropical species are likely to expand their range. future work should develop accurate species-specific approaches that allow the management invasive species."
"14095","reynoutria japonica","Reynoutria japonica","DELT2017","United States of America","N",NA,NA,NA,"N",NA,"this was the dawn of globalization and people were excited by the commercial and horticultural opportunities presented by the japanese flora. a hundred plus years later, after the law of unintended consequences had asserted itself, people began to recognize the negative ecological consequences of the plant introduction work that had begun with such promise."
"14096","reynoutria japonica","Reynoutria japonica","DESC2016","Switzerland","Y","the invasion of natural communities by non-native species is one of the major causes of biodiversity loss; along with habitat decline (keller et al. 2012). invasive plant species can alter nutrient cycling (ehrenfeld 2003) and can outcompete the native flora by shading out native species (lake and leishman 2004).",NA,NA,"Y","BOTH","the two proposed range-filling indices and abundance models may be used efficiently in future studies at very fine resolution to prioritise eradication efforts in previously invaded areas and controls in areas at high risk of invasion. to our knowledge; this is the first study investigating the efficiency of sdms to predict invasions at such a fine resolution."
"14097","reynoutria japonica","Reynoutria japonica","FRAT2019A","Italy","N",NA,NA,NA,"Y","MAP","scenarios for the next few decades in southern europe indicate increased temperature, nutrient availability and forest coverage that, according to our findings, will favor more 'acquisitive and fast growing' plants, also represented by subtropical invasive species."
"14098","reynoutria japonica","Reynoutria japonica","GALL2017A","Switzerland","Y","numerous invasive alien plant species can modify ecosystem properties, and replace native plant species, sometimes leading to their local extinction...although some native species may suffer from invasions by exotic plants, such as native plants being out-competed or pollinators losing their feeding resources...",NA,NA,"Y","MAP","invasive plant and butterfly species richness did not respond in the same way to the environment, with invasive plants preferring warmer and more urbanized sites compared to butterflies..."
"14099","reynoutria japonica","Reynoutria japonica","GIOR2018","Ireland","N",NA,NA,NA,"N",NA,"...detailed quantitative assessments of the characteristics of invaded and uninvaded communities and ecosystems are only available for a few species. moreover, these assessments are mainly restricted to any effects on the diversity of the native vegetation, although there is increasing information becoming available on the impacts of iaps on ecosystem functioning and services."
"14100","reynoutria japonica","Reynoutria japonica","GROV2017","United States of America","N",NA,NA,NA,"N",NA,"our systematic review showed that the general patterns of invader impacts were distinctly different depending on the mycorrhizal status of the invader."
"14101","reynoutria japonica","Reynoutria japonica","GUCW2016","Poland","Y","the invasion of alien plants alter the local biological community structure; leading to biodiversity loss...",NA,NA,"Y","COORDS","to conclude; root endophytes can determine the success of non-native plant species in the process of plant invasion."
"14102","reynoutria japonica","Reynoutria japonica","JUNG2019","Switzerland","N",NA,NA,NA,"N",NA,"the results suggest that a higher problem awareness increases the willingness to pay for countermeasures. we conclude that education programs or information campaigns are promising instruments to raise public awareness and to avoid conflicts concerning the management of invasive alien species."
"14103","reynoutria japonica","Reynoutria japonica","KALI2020",NA,"N",NA,NA,NA,"N",NA,"...our analysis shows that allelopathy is present in 72% of the 113 plant families surveyed, suggesting that this ubiquitous mechanism of invasion deserves more attention as invasion rates increase across the globe."
"14104","reynoutria japonica","Reynoutria japonica","KAPP2007","Germany","N",NA,NA,NA,"Y","COORDS","ecosystem changes associated with reynoutria invasion are characterized by shifts from a plant-based to a detritus-based food chain and that reynoutria invasion primarily enhances predators that profit from the simplified vegetation structure."
"14105","reynoutria japonica","Reynoutria japonica","LAZZ2020","Italy","Y","we adopted the regulation (eu) no. 1143/2014 definition of ias as those “whose introduction or spread has been found to threaten or adversely impact upon biodiversity and related ecosystem services”.",NA,NA,"Y","MAP","our data indicate that 84 out of 132 natura 2000 habitats (64%) are subjected to some degree of impact by invasive alien plants...although not exhaustive, this research is the first example of nationwide evaluation of the ecological impacts of invasive alien plants on plant communities and natura 2000 habitats."
"14106","reynoutria japonica","Reynoutria japonica","MART2019B","France","N",NA,NA,NA,"Y","MAP","all evidences indicate that the knotweed complex is able to colonize and thrive in mountains areas. however, due to the particularities of its spatial dynamics, adequate and timely actions could easily be undertaken to prevent further invasion and associated impacts and reduce management costs."
"14107","reynoutria japonica","Reynoutria japonica","MAUR2010","France","Y","invasive plants are recognised as a major threat to biodiversity; biological invasions are now regarded as a significant componen of global change, one of the major threats to biodiversit on earth, and a central issue in conservation biology.",NA,NA,"Y","BOTH","the a horizon, was thicker and the topsoil darker under r. japonica canopy. thus, this invasive plant species seemed to influence soil organic matter pool. however, our results also steadily showed that r. japonica locally excluded and/or severely reduced the cover of many plant species through competition. our study clarified the local effects of r. japonica: an influence on the soil organic matter, and a severe negative impact on wasteland plant communities."
"14108","reynoutria japonica","Reynoutria japonica","MEIE2014A","Switzerland","Y","alien invasive species reduce ecosystem functions and services by out-competing native species, harming the health of humans and domestic animals, damaging infrastructure, providing feeding niches for other pests, altering nutrient cycling or changing fire and water regimes. ",NA,NA,"Y","BOTH","our results demonstrate that iap-control actions under a restricted budget are more effective if control actions are spatially prioritized. most effective spatial treatments generally prioritized small populations in the case of the annual species and large populations in the case of the perennial species."
"14109","reynoutria japonica","Reynoutria japonica","NAKA2020","United States of America","N",NA,NA,NA,"Y","COORDS","non-native invasive species are prevalent throughout the park: 51 species are listed on the virginia invasive plant species list, 21 of which carry a “high” invasiveness rank. four state-listed rare species were documented within the park, and seven other state-rare “watchlist” species were found."
"14110","reynoutria japonica","Reynoutria japonica","NAWR2018","Poland","N",NA,NA,NA,"N",NA,"in summary, r. sachalinensis contains significantly less anthraquinones and no detectable stilbenes, which together with much larger amounts of hydroxycinnamic glycosides allows easy distinguishing from the two other species. the rhizomes of r. x bohemica that have been so far little studied, contained intermediate amounts of analyzed compounds."
"14111","reynoutria japonica","Reynoutria japonica","NICH2019","United States of America","Y","all three sources define invasives as non-native species whose introduction and naturalization into native habitat cause or are likely to cause environmental or economic harm.",NA,NA,"N",NA,"here, we compare new hampshire county-level invasive species distributions from the flora of new england (seymour 1969) with current distributions. in doing so, we benefit from the in-house examination of county-level specimen records seymour and other experts made compiling the flora in the region's herbaria."
"14112","reynoutria japonica","Reynoutria japonica","NOBI2017","Poland","Y","some invasive species widespread in riparian zones are strong competitors (eg. acer negundo, reynoutria japonica, see pyšek et al., 2012), so rcps typical of riparian communities can just be outcompeted at invaded sites. other invaders suppress co-occurring species by allelopathic compounds released in the soil (e.g. solidago canadensis, see abhilasha et al., 2008) or reduce the availability of pollinators (e.g. impatiens glandulifera, see chittka and schürkens, 2001).",NA,NA,"Y","MAP","the plots located in the vicinity of the river were the richest in rcp species and usually harbored the largest number of native, red-listed and invasive species. they were also characterized by the largest number of habitats considered to be of importance to the european community."
"14113","reynoutria japonica","Reynoutria japonica","PAQU2020","Canada","N",NA,NA,NA,"Y","COORDS","swamp plant communities experienced biotic differentiation with increasing urbanization. this differentiation pattern likely was linked to the unpredictable effect of urbanization on hydrological regimes, which promoted high native turnover while limiting exotic spread."
"14114","reynoutria japonica","Reynoutria japonica","PUDD2016","France","Y","there are many ways alien plants can directly and indirectly menace the preservation of native flora. as regards; among other effects on biodiversity; it is reported that they can change ecosystems through the alteration of soil stability; the promotion of erosion; being vector of parasites and diseases; the colonization of free spaces; the exploitation of natural resources; the accumulation of litter; the promotion or suppression of fire and; together with the more or less massive human intervention; the homogenization of the floras (vitousek; 1990; richardson et al.; 2000; winter et al.; 2009).",NA,NA,"Y","COORDS","nevertheless; in light of the high proportion of alien entities that characterizes the flora of sardinia and corsica; it is reasonable to speak of a full-scale invasion. in this sense; although it is possible to lead back at least part of the competitive success of some alien taxa -linked to their ability to settle down in anthropic environments; it is undeniable that other natural habitats; such as wetlands and coastal areas; are particularly sensitive to the entry of alien and in particular invasive entities."
"14115","reynoutria japonica","Reynoutria japonica","PYSE1993","Czechia","N",NA,NA,NA,"N",NA,"the ranking of species according to the decreasing rate of invasion was: i. glandulifera, reynoutria japonica, heracleum mantegazzianum, r. sachalinensis. the rate of invasion in riparian habitats, if these were treated separately, decreased in the following order: i. glandulifera, r. sachalinensis, r. japonica, h. mantegazzianum."
"14116","reynoutria japonica","Reynoutria japonica","PYSE2003A","Czechia","Y","vast numbers of species have been translocated over the globe, and these alien taxa contribute remarkably to species numbers of local floras. by competing with native species, invaders may reduce native species diversity, although only a small numberof alien species appear to negatively affect native communities.",NA,NA,"Y","BOTH","mean clone size recorded in the field was marginally significantly related to emergence time during regeneration: regeneration characteristics might thus affect the extent of r. xbohemica invasion at a regional scale. hybrids genetically intermediate between the parents regeneratedbetter than those closely related to parents. novel hybrid invasive genotypes may be producedby rare sexual reproduction, fixed by clonal growth,and present a previously unknown threat to native vegetation. "
"14117","reynoutria japonica","Reynoutria japonica","SERA2012","Czechia","Y","knotweeds are invasive plants capable of crowding all other vegetation and competiting successfully with native plant species. they change the habitat by shading out native vegetation, reducing species diversity, and suppressing wildlife habitat.",NA,NA,"N",NA,"the tested crop plants were more sensitive than either weed plant. the highest phytotoxicity was found for crop plants cultivated in soil contaminated with r. japonica leaves (wherein seed germination for l. alba was 35% and for b. napus 43%). reaction of weed plant was stimulatory (seed germination for e. crus-galli in soil contaminated with r. sachalinensis leaves was 191%). this response is probably plant hormesis."
"14118","reynoutria japonica","Reynoutria japonica","STAJ2017","Czechia","N",NA,NA,NA,"Y","MAP","both measures of the invasive neophytes' performance we used, species richness and total cover, respond consistently to these factors; they decrease with increasing distance from the city centre and are supported by habitat richness—more habitats recorded for a cell might be a ''prerequisite'' for the occurence of more species in the cell. this implies that invasive neophytes in the urban environment perform better in areas that harbour a wide range of habitats—available niches for newcomers."
"14119","reynoutria japonica","Reynoutria japonica","STAN2019A","Serbia","N",NA,NA,NA,"Y","BOTH","our analyses showed that habitat invasibility was highest in different forest, and in riverine shrub habitats, while the smallest invasibility was registered in sedge and reed beds, without free-standing water."
"14120","reynoutria japonica","Reynoutria japonica","STEF2018","Poland","N",NA,NA,NA,"Y","COORDS","it showed that these invasive plants significantly influenced most soil properties. the influence differed in terms of magnitude and direction both between invasive and native species and among invasive species."
"14121","reynoutria japonica","Reynoutria japonica","TOPP2008","Germany","Y","assemblages of aerial insects associated with invasive vegetation considerably differ from those of native vegetation as invaders support lower abundance and species richness",NA,NA,"N",NA,"monotypic reynoutria stands exhibited lower beetle abundance, species richness and rarefaction diversity irrespective of location"
"14122","reynoutria japonica","Reynoutria japonica","VICI2020","Italy","N",NA,NA,NA,"Y","MAP"," in the total list, 1759 taxa were confirmed after 1950, 126 recorded before 1950, 116 considered inquirendae and 81 excludendae. amongst the taxa confirmed after 1950, 1518 are native, 13 cryptogenic and 228 alien, of which 104 considered cultivated and 29 invasive for the arezzo province. data were analysed in relation to number of families, consistence of native and alien flora, chorological and general conservation aspects."
"14123","reynoutria japonica","Reynoutria japonica","VUKO2013","Croatia","N",NA,NA,NA,"Y","MAP","finally, we conclude that the flora of jarun is greatly anthropogenically influenced, but still relatively rich."
"14124","reynoutria japonica","Reynoutria japonica","VUKO2019","Croatia","N",NA,NA,NA,"Y","COORDS","in contrast to previously recorded distributions, we found that r. x bohemica is by far the most widespread, r. japonica is occasional, and r. sachalinensis is extremely rare."
"14125","reynoutria japonica","Reynoutria japonica","WEBE2000A","Switzerland","Y","an alien species which becomes established in natural or semi-natural ecosystems or habitats, is an agent of change, and threatens native biological diversity",NA,NA,"N",NA,"discussion of invasive species issue with regard to swiss flora and needs for action"
"14126","reynoutria japonica","Reynoutria japonica","WILL1997B","New Zealand","N",NA,"N",NA,"N",NA,"the report provides an understanding of the overall nature of weeds, their relationship with the native vegetation, and the importance of weed biology when considering control measures."
"14127","psidium cattleyanum","Psidium cattleyanum","BISS2020","Mauritius","N",NA,NA,NA,"Y","COORDS","as alien plant invasion progresses, the resulting higher native plants' mortality causes roussea to lose its supporting host plants and collapse closer to the ground where it faces greater infestation of the alien ants that are documented to disrupt its pollination."
"14128","psidium cattleyanum","Psidium cattleyanum","HART2020","United States of America","N",NA,NA,NA,"Y","BOTH","this study demonstrates that fencing and ungulate removal may have rescued the a. koa population by facilitating the first real pulse in recruitment in over a century, and that passive restoration can be a successful management strategy in this forest."
"14129","psidium cattleyanum","Psidium cattleyanum","KRIV2020","Mauritius","N",NA,NA,NA,"Y","BOTH","our results strongly underline the interplay between native forest health and flying fox foraging behaviour, emphasizing the necessity of flying foxes for the maintenance of the native forest biodiversity of mauritius."
"14130","ossaea marginata","Miconia leamarginata","BISS2020","Mauritius","N",NA,"N",NA,"Y","COORDS","as alien plant invasion progresses, the resulting higher native plants' mortality causes roussea to lose its supporting host plants and collapse closer to the ground where it faces greater infestation of the alien ants that are documented to disrupt its pollination."
"14131","trema orientralis","Trema orientalis","BISW2014B","India","Y","invasive alien species are colonizer species that have established populations outside their native distributional ranges and that have potential to spread and affect native ecosystems or local human-mediated systems.",NA,NA,"Y","BOTH","remarkably, the alien species have been used in diverse economic and commercial purposes by local village folks, showing use of nearly 49% plants in local health-care systems as herbal products"
"14132","alternanthera sessilis","Alternanthera sessilis","BISW2014B","India","Y","invasive alien species are colonizer species that have established populations outside their native distributional ranges and that have potential to spread and affect native ecosystems or local human-mediated systems.",NA,NA,"Y","BOTH","remarkably, the alien species have been used in diverse economic and commercial purposes by local village folks, showing use of nearly 49% plants in local health-care systems as herbal products"
"14133","alternanthera sessilis","Alternanthera sessilis","DAVI2017B","United States of America","N",NA,NA,NA,"Y","MAP","our analyses demonstrate the utility of such data for testing hypotheses regarding the importance of anthropogenic factors in shaping current distributions of non-native richness in freshwater aquatic systems. specifically, our results support the hypothesis that freshwater recreational fishing demand shapes nas distributions across the continental united states and that this proxy measure of propagule pressure is a better predictor of those distributions than population density."
"14134","alternanthera sessilis","Alternanthera sessilis","GAO2018","United States of America","N",NA,NA,NA,"N",NA,"...upon analysis of taxonomic, morphological, and other associated characteristics, some common factors are shared by the invasive plants in china and the usa."
"14135","alternanthera sessilis","Alternanthera sessilis","MAGL2020",NA,"Y","invasive alien species refer to any live specimen of a species or lower taxon of animals, plants, fungi, or micro-organisms whose occurrence in a region outside its natural range has negative impacts on an ecosystem and its services...",NA,NA,"Y","MAP","cimpal showed statistically significant and increasing values from high to bad ecological classes in eight countries only (belgium, the czech republic, germany, france, hungary, italy, luxemburg, poland). this study provides comprehensive evidence of the distribution and impact of ias within freshwater environments that could be used to improve understanding of the ecological pressures at catchment scale."
"14136","alternanthera sessilis","Alternanthera sessilis","MAKI2004","United States of America","N",NA,NA,NA,"Y","BOTH","the sale and trasnport of prohibited aquatic plants presents the greatest risk associated with the aquatic plant trade"
"14137","alternanthera sessilis","Alternanthera sessilis","MEHM2014","Pakistan","Y","weeds limit growth and yield of crops by competing for available moisture, nutrients, light, space and air; and releasing phytotoxic compounds in their environment. ",NA,NA,"N",NA,"the study indicates that the allelopathic potential of alternanthera species may play an important role in enhancing the invasiveness of these species and may suppress rice plants in the vicinity."
"14138","alternanthera sessilis","Alternanthera sessilis","SHAH2014A","India","Y","the spread of invasive species beyond their home range has many underlying mechanisms, and such species are generally detrimental to native biodiversity and ecosystem functioning in the introduced regions, inflicting huge socio-economic damage. ",NA,NA,"Y","BOTH","results yielded 129 alien plant species belonging to 68 genera and 42 families, representing four major life forms including emergets, rooted floating leaf types, submerged types, and free floating types. majority of alien plant species are native to europe, followed by north america, asia, south america, australia, and africa. this baseline dataset reasonably bridges the knowledge gap in the global database of invasive species from asia and provides useful management implications for invasive species."
"14139","alternanthera sessilis","Alternanthera sessilis","TRIP2019","India","Y","invasive species have been defned by kolar and lodge (2001) as 'a non-indigenous species that spreads from the point of introduction and becomes abundant'.",NA,NA,"Y","MAP","the signifcant correlation of invasive species with both the anomalies revealed the afnity of invasive species towards warmer, drier and wet places. this gives an indication that the distribution of invasive species could be triggered by climate anomaly."
"14140","alternanthera sessilis","Alternanthera sessilis","WAGH2018","India","N",NA,NA,NA,"Y","MAP","the present study reveals that the tribal community of jhabua district is using 102 invasive alien plant species for curing 37 ailments. these plants play an important role in the life of tribal community not only in primary health care but also food security, ornamental purposes, fodder, fibre, etc."
"14141","alternanthera sessilis","Alternanthera sessilis","WANI2018","India","N",NA,NA,NA,"N",NA,"the results reveal that invasive species are largely polyploids as against non-invasive species that tend to be more diploids, which is consistent with the results of previous studies..."
"14142","cassia sophera","Senna sophera","BISW2014B","India","Y","invasive alien species are colonizer species that have established populations outside their native distributional ranges and that have potential to spread and affect native ecosystems or local human-mediated systems.",NA,NA,"Y","BOTH","remarkably, the alien species have been used in diverse economic and commercial purposes by local village folks, showing use of nearly 49% plants in local health-care systems as herbal products"
"14143","duranta erecta","Duranta erecta","BITA2020","South Africa","N",NA,NA,NA,"N",NA,"overall, our study showed that easily measured traits were important for understanding forest invasion dynamics and give insights to management strategies that can be developed to minimise further infestations."
"14144","duranta erecta","Duranta erecta","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"14145","duranta erecta","Duranta erecta","MOSH2020","South Africa","N",NA,NA,NA,"N",NA,"our results suggest that economic activities such as game farming, sport or recreational fishing and the pet trade are the main drivers behind the demand for listed alien taxa. more attention should be given specifically to the high demand species to ascertain which provinces they are requested from, and whether there is escape and establishment risk."
"14146","duranta erecta","Duranta erecta","OSUN2019A","Australia","N",NA,NA,NA,"Y","MAP","positive correlations were detected between invasiveness and time since introduction for some but not all plant life forms. stakeholders identified research and management priorities for the invasive plant list, including biological control options, public awareness/education, effective herbicide use, ecology/taxonomy and risk analysis. in the course of the exercise, a statewide invasive plant priority list of high-, medium- and low-impact scores for policy, research and management was compiled."
"14147","ardisia crenata","Ardisia crenata","BITA2020","South Africa","N",NA,NA,NA,"N",NA,"overall, our study showed that easily measured traits were important for understanding forest invasion dynamics and give insights to management strategies that can be developed to minimise further infestations."
"14148","ardisia crenata","Ardisia crenata","BRAY2003","United States of America","N",NA,NA,NA,"Y","COORDS","mycorrhizae played an important role in ardisia competition. competitive interactions of invasive plants with native plants might be dependent on the isolates of mycorrhizae present."
