"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"993",68451,"Spring","None",NA,"No","No","No","Yellow","No","Green","Dense","Moderate","Fine","Brown","No","Multiple Stem","Slow",NA,"6.6","No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","Medium","Low","No","Low","Low","Low","140","None","Medium",7.5,4,"2700","1700","50","35","18","None","Tolerant","7","Late Spring","Routinely Available","Medium","Spring","Summer","Yes","Yes","No","Yes","No","No","No","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Hypericum densiflorum","Hypericum densiflorum","HYDE"
"994",68453,"Summer","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Coarse","Brown","No","Single Crown","Slow",NA,"2.0","No","No","Moderate","No","None","No","Decumbent","None","Yes","Yes","Yes","Medium","Low","Yes","Medium","Low","Medium","185","None","Medium",6.4,4.8,"7000","4800","55","36","10","None","Intermediate","2","Early Summer","No Known Source","Medium","Summer","Summer","No","No","No","Yes","No","No","No","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum denticulatum","Hypericum denticulatum","HYDE2"
"995",68467,NA,"None","High","No","No","No","Yellow","Yes","Green","Dense","Moderate","Coarse","Brown","No","Single Stem","Moderate","7","5.0","No","No","Short","No","None","No","Erect",NA,"Yes","No","No","Low",NA,"No","High",NA,NA,"20",NA,NA,NA,5,"1280","320","70","33","12",NA,"Intolerant","4","Spring",NA,NA,"Spring","Summer","No","No","No","No","No","No","No","No","No","No","1916000","Moderate","Medium","No",NA,"No","No","No",NA,"No","No","No",NA,"Yes","No","No","No","Hypericum fasciculatum","Hypericum fasciculatum","HYFA"
"996",68472,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Moderate","2","2.5","No","No","Short","No","None","Yes","Semi-Erect","None","No","No","Yes","Low","Low","No","None","Medium","Medium","220","None","High",7.2,4.6,"2700","1200","55","32","10","Low","Intolerant","-3","Early Summer","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","No","No","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum galioides","Hypericum galioides","HYGA"
"997",68475,"Spring, Summer, Fall","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Fine","Black","No","Single Crown","Rapid",NA,"2.0","No","No",NA,"No","None","No","Erect","None","Yes","No","Yes","None","Low","No","Medium","Low","None","100","None","Low",7,4.6,"7000","4800","55","30","6","None","Intermediate","47","Late Spring","No Known Source","High","Summer","Fall","No","No","No","No","No","No","No","No","Yes","No",NA,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum gentianoides","Hypericum gentianoides","HYGE"
"998",28744,"Spring","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Coarse","Black","No","Single Crown","Moderate",NA,"0.8","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","Medium","Medium","No","Medium","Medium","High","120","None","Medium",7.3,5.2,"11000","4800","55","18","7","None","Intermediate","-33","Early Spring","Routinely Available","Low","Spring","Summer","No","No","No","No","Yes","No","Yes","No","No","No",NA,"Slow","Medium","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypoxis hirsuta","Hypoxis hirsuta","HYHI2"
"999",28712,"Spring","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Coarse","Green","No","Bunch","Rapid",NA,"3.0","No","No","Long","No","None","No","Erect","None","No","Yes","Yes","Medium","Medium","No","Low","Medium","Medium","200","None","Medium",9,5.5,"10912","3450","60","30","12","None","Intolerant","3","Mid Spring","Routinely Available","Medium","Spring","Summer","No","No","Yes","No","No","No","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hymenocallis liriosme","Hymenocallis liriosme","HYLI"
"1000",36799,NA,"None","High","No","No","No","White","No","Green",NA,NA,"Coarse","White","No",NA,NA,"8","2.0","No","No","Short","No","None","No","Erect",NA,"Yes","No","Yes","Medium",NA,"No","High",NA,"Medium","207",NA,NA,7.9,6.1,"1280","320","80","4","12",NA,NA,"27","Spring",NA,NA,"Spring","Fall","No","No","No","No","No","No","No","No","No","No",NA,"Moderate",NA,"No",NA,"No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hymenoclea monogyra","Ambrosia monogyra","HYMO"
"1001",68509,"Summer","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate",NA,"2.6","No","No","Short","No","None","No","Semi-Erect","None","No","Yes","Yes","Medium","Low","No","None","Medium","Low","140","None","Medium",7.2,4.6,"7000","4800","55","30","8","None","Intermediate","-23","Mid Summer","No Known Source","Medium","Summer","Fall","No","No","No","No","No","No","No","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum mutilum","Hypericum mutilum","HYMU"
"1002",53371,"Spring and Summer","None","High","No","No","No","White","Yes","Dark Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate",NA,"1.5","No","No","Short","No","None","No","Semi-Erect","None","No","No","Yes","Medium","Low","Yes","Medium","Low","Low","120","None","Medium",7.5,6.2,"2700","1700","24","10","14","None","Tolerant","-18","Late Spring","No Known Source","Medium","Spring","Summer","No","No","No","Yes","No","No","Yes","No","No","No","750000","Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Hydrophyllum occidentale","Hydrophyllum occidentale","HYOC"
"1003",28720,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","Yes","Medium","Medium","No","Low","Medium","High","175","None","High",7,5,"4800","1200","55","32","10","None","Intermediate","-3","Mid Summer","Routinely Available","Low","Summer","Fall","No","No","Yes","No","No","No","Yes","No","No","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Hymenocallis occidentalis","Hymenocallis occidentalis","HYOCO"
"1004",68521,"Spring and Summer","None","High","No","No","No","Yellow","Yes","Green","Moderate","Porous","Medium","Brown","No","Single Crown","Moderate",NA,"3.2","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Low","No","Low","Medium","Low","100","None","High",7.2,4.6,"7000","4800","55","30","10","None","Intermediate","-28","Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","No","No","Yes","No",NA,"Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum prolificum","Hypericum prolificum","HYPR"
"1005",68525,"Summer","None","Medium","No","No","No","Yellow","Yes","Green","Moderate","Porous","Coarse","Brown","No","Single Crown","Moderate",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Low","Yes","Low","Medium","Medium","95","None","Medium",7,4.6,"7000","4800","55","32","10","None","Tolerant","-33","Early Summer","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","No","No","Yes","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hypericum punctatum","Hypericum punctatum","HYPU"
"1006",53350,"Summer","None",NA,"No","No","No","Blue","No","Green","Porous","Porous","Medium","Brown","No","Single Crown","Slow",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Medium","Medium","Low","200","None","High",8.3,5.7,NA,NA,"50","35","14","None","Intolerant","12","Indeterminate","No Known Source","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","2250000","Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Hydrolea quadrivalvis","Hydrolea quadrivalvis","HYQU"
"1007",88408,"Spring and Summer","None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Rapid","6","6.0","No","No","Moderate","No","None","Yes","Semi-Erect","None","Yes","Yes","Yes","None","Medium","No","Medium","Medium","Medium","165","Medium","Medium",7.5,4.6,"1700","1200","60","32","14","None","Intolerant","-3","Late Spring","No Known Source","Medium","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Hydrangea quercifolia","Hydrangea quercifolia","HYQU3"
"1008",63208,"Spring and Summer","None","High","No","Yes","Yes","White","Yes","Green","Dense","Dense","Fine","Brown","No","Stoloniferous","Moderate",NA,"1.0","No","Yes","Moderate","No","None","Yes","Prostrate","None","Yes","No","Yes","None","None","No","Medium","Medium","High","100","None","Medium",7.3,5.8,"4800","2700","65","32","8","None","Intermediate","-33","Early Summer","Routinely Available","Low","Summer","Summer","No","No","No","Yes","No","Yes","No","No","Yes","No",NA,"None","Low","No","Moderate","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Iberis sempervirens","Iberis sempervirens","IBSE"
"1009",74908,"Spring","None",NA,"No","No","No","Yellow","No","Green","Dense","Moderate","Medium","Red","Yes","Multiple Stem","Slow","16","16.0","No","No","Long","No","None","Yes","Erect","Slight","Yes","No","Yes","Low","Low","No","Medium","Low","Medium","200","Medium","Medium",6.5,3.5,"3450","1746","60","45","12","None","Tolerant","12","Mid Spring","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Ilex amelanchier","Ilex amelanchier","ILAM2"
"1010",74913,"Spring and Summer","None",NA,"Yes","No","No","Yellow","No","Dark Green","Dense","Dense","Medium","Red","Yes","Single Stem","Moderate","26","26.0","No","Yes","Short","No","None","Yes","Erect","Slight","Yes","Yes","Yes","High","Low","No","Low","Low","High","200","Medium","High",6.5,3.5,"3450","1746","65","45","12","Low","Tolerant","12","Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No","Low","No","No","No","No","Ilex cassine","Ilex cassine","ILCA"
"1011",74916,"Spring and Summer","None","High","Yes","Yes","Yes","White","No","Dark Green","Dense","Dense","Medium","Black","Yes","Thicket Forming","Moderate","12","12.0","No","Yes","Moderate","No","None","Yes","Erect","None","No","Yes","Yes","High","None","Yes","Low","Medium","None","200","High","High",6.7,5.5,"1200","700","70","30","16","None","Tolerant","7","Late Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","110000","Slow","Medium","No",NA,"No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Ilex coriacea","Ilex coriacea","ILCO"
"1012",74920,"Spring and Summer","None","High","Yes","Yes","No","White","No","Green","Moderate","Moderate","Coarse","Red","Yes","Multiple Stem","Moderate","8","8.0","No","Yes","Moderate","No","None","No","Irregular","None","Yes","No","Yes","None","None","Yes","Medium","Medium","None","160","Low","Medium",5.5,4.5,"2700","700","60","26","18","Low","Intolerant","-23","Early Spring","Routinely Available","Medium","Spring","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","31000","None","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Ilex cornuta","Ilex cornuta","ILCO80"
"1013",74922,"Spring and Summer","None","High","Yes","No","No","Yellow","No","Dark Green","Dense","Dense","Fine","Black","Yes","Multiple Stem","Slow","4","10.0","No","Yes","Long","No","None","Yes","Decumbent","None","Yes","No","Yes","None","None","Yes","Medium","Medium","None","160","Medium","Medium",5.5,4.5,"1800","1100","55","35","10","None","Tolerant","-13","Mid Spring","Routinely Available","Medium","Spring","Summer","No","Yes","No","Yes","No","Yes","No","No","No","No","29000","None","Low","No","None","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Ilex crenata","Ilex crenata","ILCR2"
"1014",74925,"Spring and Summer","None",NA,"Yes","No","No","Yellow","No","Dark Green","Dense","Moderate","Medium","Red","Yes","Multiple Stem","Rapid","33","33.0","No","No","Moderate","No","None","Yes","Erect","Slight","Yes","Yes","Yes","Medium","Low","No","Medium","Low","High","160","Medium","Medium",6.5,3.5,"3450","1746","60","30","12","None","Tolerant","-18","Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Rapid","High","No","Moderate","No","No","No",NA,"No","No","Yes","High","No","No","No","No","Ilex decidua","Ilex decidua","ILDE"
"1015",74928,"Summer and Fall","None","High","No","No","Yes","White","No","Green","Moderate","Porous","Coarse","Black","Yes","Multiple Stem","Slow","5","8.0","No","Yes","Long","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","Yes","Low","Medium","Low","165","Medium","High",7,4.5,"2700","1200","60","32","16","Medium","Intolerant","-13","Spring","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","29000","Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Ilex glabra","Ilex glabra","ILGL"
"1016",74958,"Spring and Summer","None","High","No","Yes","No","Yellow","No","Green","Dense","Dense","Coarse","Red","Yes","Single Stem","Slow","20","40.0","No","Yes","Moderate","No","None","Yes","Erect","None","Yes","No","Yes","Low","Low","Yes","Medium","Medium","Low","140","Medium","Medium",7,4.5,"800","300","80","40","30","Medium","Tolerant","-20","Mid Spring","Routinely Available","Low","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","28430","Slow","Low","No","None","Yes","Yes","No","Medium","No","No","Yes","Low","No","No","Yes","Yes","Ilex opaca","Ilex opaca","ILOP"
"1017",66078,"Spring and Summer","None","High","No","No","No","Red","Yes","Green","Moderate","Porous","Coarse","Brown","No","Multiple Stem","Moderate",NA,"6.0","No","No","Long","No","None","No","Erect","None","No","No","Yes","Medium","Low","Yes","Low","High","Low","90","None","Medium",8.5,6,NA,NA,"55","16","16","None","Intermediate","-33","Early Summer","Contracting Only","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","130000","Slow","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Iliamna rivularis","Iliamna rivularis","ILRI"
"1018",74975,"Spring and Summer","None","High","No","Yes","No","White","No","Green","Dense","Moderate","Coarse","Red","Yes","Multiple Stem","Moderate","6","9.0","No","No","Moderate","No","None","Yes","Climbing","None","No","Yes","Yes","Low","Low","Yes","Low","Medium","Low","140","Low","High",7.5,4.5,"2700","700","60","35","16","None","Intermediate","-33","Late Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","92000","Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Ilex verticillata","Ilex verticillata","ILVE"
"1019",74982,"Spring and Summer","None","High","Yes","Yes","No","White","No","Green","Moderate","Moderate","Coarse","Red","Yes","Multiple Stem","Slow","20","25.0","No","Yes","Long","No","None","Yes","Erect","None","Yes","No","Yes","None","Low","Yes","High","Low","Low","200","Low","Low",7,4.5,"1200","680","55","36","20","Medium","Intermediate","7","Mid Spring","Routinely Available","Medium",NA,NA,"Yes","Yes","No","Yes","No","No","Yes","No","No","No","37800","Slow","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Ilex vomitoria","Ilex vomitoria","ILVO"
"1020",83642,"Summer","None",NA,"No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Crown","Rapid",NA,"4.9","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","Low","Low","No","Low","Medium","Medium","95","None","Medium",7.4,6.4,NA,NA,"50","14","14","None","Tolerant","32","Indeterminate","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","700000","Slow","High","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Impatiens capensis","Impatiens capensis","IMCA"
"1021",83653,"Summer","None",NA,"No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Crown","Rapid",NA,"8.2","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","Low","High","No","Low","Medium","Medium","110","None","Medium",7.4,6.8,NA,NA,"50","28","14","None","Tolerant","32","Indeterminate","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","700000","Slow","High","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Impatiens pallida","Impatiens pallida","IMPA"
"1022",79561,"Spring and Summer","Low","Low","No","No","No","Purple","Yes","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate",NA,"5.0","No","No",NA,"No","Medium","No","Erect","None","No","Yes","Yes","None","None","No","Medium","Low","None","110","None","Medium",8,5,NA,NA,"105","30","8","Low","Intolerant","17","Late Summer","No Known Source","Medium","Fall","Winter","Yes","No","No","No","No","No","Yes","No","No","No","198080","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Indigofera hirsuta","Indigofera hirsuta","INHI"
"1023",79611,"Fall","None",NA,"No","No","No","White","Yes","Green","Dense","Dense","Medium","Green","Yes","Single Crown",NA,"30","20.0","No","Yes","Short","No","Low","No","Rounded",NA,"Yes","No","Yes",NA,NA,"No",NA,"Medium",NA,"365","Low",NA,8.5,6,"640","320","80","40","36",NA,"Tolerant","40",NA,NA,NA,"Summer","Fall","Yes","No","No","No","No","No","Yes","No","No","No",NA,NA,NA,"No",NA,"No","No","No",NA,"Yes","No","No",NA,"Yes","No","No","Yes","Inga laurina","Inga laurina","INLA"
"1024",79616,"Fall","None",NA,"Yes","No","No","White","Yes","Green","Dense","Dense","Medium","Brown","Yes","Single Crown","Rapid","50","47.0","No","Yes","Short","No","Low","No",NA,NA,"Yes","No","No",NA,"Medium","No","Low","Medium","Medium","365","Low","Medium",8.5,6,"640","320","80","39","36",NA,NA,"40","Summer",NA,NA,"Spring","Winter","Yes","No","No","No","No","No","Yes","No","No","No",NA,"Moderate",NA,"No",NA,"No","No","No","Low","Yes","No","No",NA,"Yes","Yes","No","Yes","Inga vera","Inga vera","INVE"
"1025",54103,"Summer","None","High","No","No","No","Red","Yes","Green","Porous","Porous","Coarse",NA,"Yes","Single Stem","Rapid",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Low","High","No","High","Low","None","140","None","Low",8.5,7,"25000","10000","15","10","6","Low","Intolerant","-18","Late Spring","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","450008","Moderate","High","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Ipomopsis aggregata","Ipomopsis aggregata","IPAGA3"
"1026",53005,"Year Round","None","Medium","No","No","Yes","Red","Yes","Green","Dense","Dense","Medium","Green","No","Single Stem","Moderate",NA,"1.0","No","Yes","Long","No","None","No","Prostrate","None","Yes","No","Yes","None","High","No","Medium","Medium","Medium","365","Medium","Medium",7.5,6,"40000","1000","80","30","24","High","Intermediate","17","Indeterminate","Routinely Available","Medium","Year Round","Year Round","Yes","Yes","No","Yes","No","No","Yes","No","No","No","10000","Moderate","Medium","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Ipomoea pes-caprae","Ipomoea pes-caprae","IPPE"
"1027",27423,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Yellow-Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate",NA,"1.0","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","Low","Medium","No","Medium","Medium","Low","110","None","Medium",8,6,"4800","2700","60","16","12","None","Tolerant","-18","Late Spring","Contracting Only","Low","Spring","Summer","No","No","Yes","No","No","No","Yes","No","No","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Iris bracteata","Iris bracteata","IRBR"
"1028",27444,"Spring","None","Medium","No","No","No","Red","Yes","Green","Moderate","Porous","Medium","Green","No","Rhizomatous","Moderate",NA,"3.3","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","High","No","Low","Medium","Medium","180","None","High",8.5,5,"19360","2728","65","40","16","None","Tolerant","-24","Mid Spring","Routinely Available","High","Spring","Summer","No","No","Yes","No","No","No","Yes","No","No","Yes",NA,"Slow","High","No","Moderate","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Iris fulva","Iris fulva","IRFU"
"1029",27555,"Summer","None","High","No","No","No","Purple","Yes","Green","Porous","Porous","Medium","Black","Yes","Colonizing","Rapid",NA,"1.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","High","High","No","Low","Low","High","115","Low","High",8.5,7,"40000","1000","35","24","6","None","Intermediate","-28","Spring","Routinely Available","Medium","Summer","Spring","No","Yes","Yes","No","Yes","No","Yes","No","No","No","19958","Moderate","High","No","Rapid","No","No","No",NA,"No","No","No","Low","No","No","No","No","Iris missouriensis","Iris missouriensis","IRMI"
"1030",27594,"Spring and Summer","None","High","No","No","No","Purple","Yes","Yellow-Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","Medium","Medium","No","Medium","Medium","Low","120","None","Medium",8,6,"4800","2700","60","16","12","None","Tolerant","-13","Mid Spring","Contracting Only","Low","Spring","Summer","No","No","Yes","No","No","No","Yes","No","No","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Iris tenax","Iris tenax","IRTE"
"1031",27620,"Spring","None",NA,"No","No","No","Blue","Yes","Green","Porous","Porous","Coarse","Black","No","Rhizomatous","Moderate",NA,"3.3","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","Medium","None","200","None","High",7.3,4.8,"10912","2728","65","45","6","None","Tolerant","12","Spring","Routinely Available","Low","Summer","Fall","No","No","Yes","No","No","No","Yes","No","No","No",NA,"Slow","Medium","No","Moderate","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Iris virginica","Iris virginica","IRVI"
"1032",88116,"Spring","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Medium","Brown","No","Stoloniferous","Slow","10","10.0","No","No","Short","No","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","Low","Medium","180","None","High",7.5,4,"3450","1212","60","30","14","None","Tolerant","-24","Mid Spring","Routinely Available","Low","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","High","No","No","No","No","Itea virginica","Itea virginica","ITVI"
"1033",37002,"Spring and Summer","None","High","No","No","No","White","Yes","Green","Dense","Moderate","Coarse","White","No","Multiple Stem","Moderate","9","9.0","No","No","Long","No","None","Yes","Vase","None","Yes","Yes","Yes","High","Medium","No","Low","Low","Medium","200","Medium","High",5.7,5,"2700","1200","65","35","16","High","Intolerant","2","Late Summer","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","800000","Moderate","Low","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Iva frutescens","Iva frutescens","IVFR"
"1034",88412,"Spring and Summer","None","High","No","No","Yes","White","Yes","Green","Moderate","Porous","Medium","Brown","Yes","Multiple Stem","Moderate","3","6.0","No","No","Moderate","No","None","Yes","Irregular","None","Yes","No","Yes","None","High","No","High","Low","None","160","High","Medium",8.5,7,"3000","1000","24","9","6","Low","Intolerant","-23","Early Spring","Contracting Only","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","60000","Slow","Medium","No",NA,"No","No","No",NA,"No","No","Yes","High","No","No","No","No","Jamesia americana","Jamesia americana","JAAM"
"1035",53081,"Year Round","None","Medium","No","No","No","Purple","Yes","Green","Moderate","Moderate","Medium","Brown","No","Single Stem","Moderate",NA,"0.5","No","Yes","Moderate","No","None","No","Prostrate","None","Yes","Yes","Yes","None","High","No","High","Medium","Medium","365","Medium","Medium",7.5,6,"40000","1000","35","25","24","Medium","Intermediate","50","Indeterminate","Routinely Available","Medium","Year Round","Year Round","No","Yes","No","Yes","No","No","Yes","No","No","No","115500","Moderate","Medium","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Jacquemontia ovalifolia","Jacquemontia ovalifolia","JAOVS"
"1036",26541,"Spring and Summer","None","High","No","No","No","Purple","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Moderate",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","80","None","High",7.2,4.4,"2700","1700","55","16","12","None","Intermediate","-33","Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Juncus acuminatus","Juncus acuminatus","JUAC"
"1037",48923,"Spring","None","Medium","No","No","No","White","Yes","Dark Green",NA,NA,"Fine","Brown","No","Rhizomatous","Rapid",NA,"2.5","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Low","Low","140","None","Medium",7.6,5.4,"10912","3450","60","35","10","None","Tolerant","-28","Late Spring","Routinely Available","Medium","Spring","Fall","No","Yes","No","No","No","No","No","No","No","No","350000","Moderate","High","No","Rapid","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Justicia americana","Dianthera americana","JUAM"
"1038",26586,"Spring and Summer","None","Medium","No","No","No","Purple","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Moderate",NA,"2.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Medium","High","95","None","High",7.5,4.8,"11000","4800","40","18","8","Low","Intermediate","-28","Early Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Juncus articulatus","Juncus articulatus","JUAR4"
