"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"2374","Anticlea","Anticlea elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2375","Toxicoscordion","Toxicoscordion fremontii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2.52e+11,4485.899765,5.719999552
"2376","Toxicoscordion","Toxicoscordion paniculatum",NA,NA,"Forb/herb","Moderate","No","Moderate","None","Severe",NA,NA,FALSE,FALSE,1.31e+12,4005.909912,7.460000396
"2377","Toxicoscordion","Toxicoscordion venenosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2378","Zizia","Zizia aptera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2379","Acer","Acer saccharinum",NA,NA,"Tree","Rapid","No","Moderate","None","None",0.185013876,0.042553191,TRUE,FALSE,NA,NA,NA
"2380","Amelanchier","Amelanchier laevis",NA,NA,"Tree, Shrub","Moderate","No","Short","None","None",1.169590643,0.105263158,TRUE,FALSE,NA,NA,NA
"2381","Androsace","Androsace septentrionalis",2.49388184079204,97.506118159208,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2382","Astragalus","Astragalus alpinus",12.2291083582071,73.8718929993794,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2383","Betula","Betula papyrifera",NA,NA,"Tree","Rapid","No","Moderate","None","None",2.645502646,0.357142857,TRUE,FALSE,NA,NA,NA
"2384","Carex","Carex bebbii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"2385","Carex","Carex bebbii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2386","Carex","Carex bebbii",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2387","Carex","Carex projecta",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA
"2388","Carex","Carex projecta",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2389","Carex","Carex projecta",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2390","Cornus","Cornus canadensis",NA,NA,"Subshrub, Shrub, Forb/herb","Slow","No","Long","None","None",1.322751323,0.178571429,TRUE,FALSE,NA,NA,NA
"2391","Crepis","Crepis atribarba",NA,NA,NA,NA,NA,NA,NA,NA,0.101405186,0.059322034,TRUE,FALSE,NA,NA,NA
"2392","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2393","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2394","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2395","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2396","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2397","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2398","Cyperus","Cyperus odoratus",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"2399","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2400","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2401","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2402","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2403","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2404","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2405","Cyperus","Cyperus schweinitzii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2406","Dryas","Dryas octopetala",7.46664326379202,11.9062717228528,"Subshrub, Shrub, Forb/herb","Rapid","No","Short","Medium","None",NA,NA,FALSE,FALSE,NA,NA,NA
"2407","Echinochloa","Echinochloa muricata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2408","Elymus","Elymus lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,1.797814208,0.539344262,TRUE,FALSE,NA,NA,NA
"2409","Elymus","Elymus lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,3.846153846,0.25,TRUE,FALSE,NA,NA,NA
"2410","Elymus","Elymus lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,200,1,TRUE,FALSE,NA,NA,NA
"2411","Eriogonum","Eriogonum sphaerocephalum",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0.016457654,0.020242915,FALSE,FALSE,4.32e+11,3941.579926,4.5
"2412","Eucephalus","Eucephalus engelmannii",NA,NA,"Forb/herb, Subshrub","Moderate","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"2413","Eurybia","Eurybia conspicua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2414","Eutrochium","Eutrochium maculatum",44.8732648616788,17.707786565339,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2415","Helianthella","Helianthella uniflora",NA,NA,"Forb/herb","Rapid","No","Short","None","None",15,0.3,FALSE,FALSE,NA,NA,NA
"2416","Hieracium","Hieracium umbellatum",35.2281898540719,59.9098571034059,NA,NA,NA,NA,NA,NA,0.95317248,1.320143885,TRUE,FALSE,NA,NA,NA
"2417","Hypericum","Hypericum mutilum",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.129032258,0.08,TRUE,FALSE,NA,NA,NA
"2418","Hypericum","Hypericum mutilum",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2419","Larix","Larix lyallii",NA,NA,"Tree","Slow","No","Long","None","None",3.571428571,0.125,TRUE,FALSE,NA,NA,NA
"2420","Lithospermum","Lithospermum ruderale",NA,NA,"Forb/herb","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"2421","Lithospermum","Lithospermum ruderale",NA,NA,"Forb/herb","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"2422","Lomatium","Lomatium ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2423","Lupinus","Lupinus argenteus",60.4133804377295,39.5866195622705,"Subshrub, Forb/herb","Rapid","No","Short","Low","Severe",0.043459365,0.025423729,TRUE,FALSE,NA,NA,NA
"2424","Lysimachia","Lysimachia thyrsiflora",32.49269835075,52.3142806008767,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2425","Lysimachia","Lysimachia thyrsiflora",32.49269835075,52.3142806008767,"Forb/herb","Moderate","No","Moderate","None","None",0.150829563,0.038461538,TRUE,FALSE,NA,NA,NA
"2426","Lysimachia","Lysimachia thyrsiflora",32.49269835075,52.3142806008767,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2427","Elymus","Elymus smithii",22.2707989970304,10.4998274463289,"Graminoid","Moderate","No","Long","None","None",1.797814208,0.539344262,TRUE,FALSE,NA,NA,NA
"2428","Elymus","Elymus smithii",22.2707989970304,10.4998274463289,"Graminoid","Moderate","No","Long","None","None",3.846153846,0.25,TRUE,FALSE,NA,NA,NA
"2429","Elymus","Elymus smithii",22.2707989970304,10.4998274463289,"Graminoid","Moderate","No","Long","None","None",200,1,TRUE,FALSE,NA,NA,NA
"2430","Poa","Poa alpina",15.1803211247709,6.66870125715058,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2431","Poa","Poa alpina",15.1803211247709,6.66870125715058,"Graminoid","Moderate","No","Long","None","None",0.116245278,0.107526882,TRUE,FALSE,NA,NA,NA
"2432","Prunus","Prunus serotina",39.5434237731856,10.7126102127677,"Tree, Shrub","Rapid","No","Moderate","None","Severe",0.240891298,0.097560976,TRUE,TRUE,NA,NA,NA
"2433","Ranunculus","Ranunculus glaberrimus",NA,NA,"Forb/herb","Moderate","No","Short","None","Moderate",2.222222222,0.1,TRUE,FALSE,NA,NA,NA
"2434","Ranunculus","Ranunculus glaberrimus",NA,NA,"Forb/herb","Moderate","No","Short","None","Moderate",0.044003432,0.066225166,TRUE,FALSE,NA,NA,NA
"2435","Ribes","Ribes hudsonianum",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA
"2436","Rubus","Rubus idaeus",52.3119469913397,23.3688724078387,"Subshrub","Moderate","No","Short","None","Slight",0.06483085,0.181850534,TRUE,TRUE,NA,NA,NA
"2437","Salix","Salix brachycarpa",NA,NA,"Shrub",NA,"No","Short","None","Slight",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA
"2438","Sarracenia","Sarracenia purpurea",65.4242948989449,18.9253471718207,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2439","Scrophularia","Scrophularia nodosa",44.9414473096603,55.0585526903397,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2440","Symphoricarpos","Symphoricarpos occidentalis",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.833333333,0.0625,TRUE,FALSE,NA,NA,NA
"2441","Symphyotrichum","Symphyotrichum novae-angliae",18.0206681285341,35.4392824568113,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2442","Allium","Allium schoenoprasum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2443","Asclepias","Asclepias syriaca",63.4352529856617,19.2448831007367,NA,NA,NA,NA,NA,NA,0.037023325,0.013513514,TRUE,TRUE,NA,NA,NA
"2444","Primula","Primula conjugens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2445","Primula","Primula conjugens",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA
"2446","Lepidium","Lepidium montanum",NA,NA,"Subshrub, Forb/herb","Rapid","No","Short","None","None",3.571428571,0.125,TRUE,FALSE,NA,NA,NA
"2447","Lepidium","Lepidium montanum",NA,NA,"Subshrub, Forb/herb","Rapid","No","Short","None","None",0.014992504,0.00862069,TRUE,FALSE,NA,NA,NA
"2448","Lomatium","Lomatium cous",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,FALSE,FALSE,NA,NA,NA
"2449","Epilobium","Epilobium subdentatum",NA,NA,"Forb/herb, Subshrub","Rapid","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2450","Epilobium","Epilobium subdentatum",NA,NA,"Forb/herb, Subshrub","Rapid","No","Short","None","None",0.834575261,0.504918033,TRUE,FALSE,NA,NA,NA
"2451","Penstemon","Penstemon subserratus",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,40957484734,4311.740051,3.980000019
"2452","Physalis","Physalis heterophylla",51.5807476288778,41.553458237128,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2453","Poa","Poa fendleriana",7.82258252887373,0,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2454","Poa","Poa fendleriana",7.82258252887373,0,"Graminoid","Moderate","No","Moderate","None","None",0.116245278,0.107526882,TRUE,FALSE,NA,NA,NA
"2455","Senecio","Senecio serra",NA,NA,NA,NA,NA,NA,NA,NA,0.087336245,0.1,TRUE,FALSE,1.07e+12,4440.310059,7.460000396
"2456","Valeriana","Valeriana edulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA
"2457","Eriocoma","Eriocoma thurberiana",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,7.13e+11,3871.26001,5.920000315
"2458","Allium","Allium douglasii",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,FALSE,1.14e+11,3428.190002,3.980000019
"2459","Allium","Allium geyeri",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2460","Allium","Allium tolmiei",NA,NA,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,FALSE,3.55e+11,3218.039886,4.46999979
"2461","Aquilegia","Aquilegia flavescens",NA,NA,NA,NA,NA,NA,NA,NA,0.740055504,0.170212766,FALSE,FALSE,NA,NA,NA
"2462","Eremogone","Eremogone kingii",NA,NA,"Subshrub, Forb/herb","Moderate","No","Short","None","None",0,0,FALSE,FALSE,8.6e+11,4005.909912,7.460000396
"2463","Aristida","Aristida dichotoma",4.04112932614997,17.9164027164366,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2464","Artemisia","Artemisia nova",NA,NA,"Subshrub, Shrub","Moderate","No","Long","None","None",0.064350064,0.047297297,TRUE,FALSE,1.24e+12,3871.26001,7.460000396
"2465","Artemisia","Artemisia tripartita",NA,NA,"Shrub","Slow","No","Moderate","None","None",0.064350064,0.047297297,TRUE,FALSE,NA,NA,NA
"2466","Astragalus","Astragalus canadensis",36.5172636479842,23.2999251802638,"Forb/herb","Moderate","No","Short","Low","Slight",0,0,TRUE,FALSE,NA,NA,NA
"2467","Astragalus","Astragalus filipes",NA,NA,"Forb/herb","Moderate","No","Moderate","Medium","Slight",0,0,TRUE,FALSE,NA,NA,NA
"2468","Atriplex","Atriplex falcata",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","Slight",0.158940397,0.119205298,TRUE,FALSE,3.73e+11,1719.059967,4.46999979
"2469","Atriplex","Atriplex falcata",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","Slight",0,0,TRUE,FALSE,3.73e+11,1719.059967,4.46999979
"2470","Bacopa","Bacopa rotundifolia",NA,NA,"Forb/herb","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2471","Balsamorhiza","Balsamorhiza serrata",NA,NA,"Forb/herb","Moderate","No","Short","None","None",7.272727273,0.363636364,TRUE,FALSE,2e+11,3087.379974,4.46999979
"2472","Bassia","Bassia americana",NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,0.125,TRUE,FALSE,8.81e+11,1774.089966,7.460000396
"2473","Callirhoe","Callirhoe involucrata",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"2474","Calochortus","Calochortus leichtlinii",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,1.48e+11,2762.79995,5.819999933
"2475","Calochortus","Calochortus lyallii",NA,NA,NA,NA,NA,NA,NA,NA,0.134680135,0.036363636,FALSE,FALSE,NA,NA,NA
"2476","Calochortus","Calochortus macrocarpus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.134680135,0.036363636,FALSE,FALSE,NA,NA,NA
"2477","Castilleja","Castilleja linariifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.385964912,0.144736842,FALSE,FALSE,1.73e+12,4005.909912,7.460000396
"2478","Ceanothus","Ceanothus flexilis",NA,NA,NA,NA,NA,NA,NA,NA,0.653120464,0.169811321,FALSE,FALSE,NA,NA,NA
"2479","Ceanothus","Ceanothus parvifolius",NA,NA,NA,NA,NA,NA,NA,NA,0.653120464,0.169811321,FALSE,FALSE,62421548424,2715.449951,5.529999971
"2480","Celtis","Celtis laevigata",NA,NA,"Tree, Shrub","Moderate","Yes","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2481","Chamaebatia","Chamaebatia foliolosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1e+11,2787.54995,5.719999552
"2482","Cirsium","Cirsium undulatum",NA,NA,NA,NA,NA,NA,NA,NA,0.245630609,0.178082192,TRUE,FALSE,NA,NA,NA
"2483","Clarkia","Clarkia williamsonii",NA,NA,NA,NA,NA,NA,NA,NA,0.769230769,0.15,FALSE,FALSE,90676243694,2787.54995,5.719999552
"2484","Clematis","Clematis columbiana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,9.34e+11,3335.42997,7.460000396
"2485","Clematis","Clematis occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2486","Cleome","Cleome foliosa var. lutea",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,1.2e+12,3411.719971,7.460000396
"2487","Cleome","Cleome foliosa var. lutea",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,1.2e+12,3411.719971,7.460000396
"2488","Cleome","Cleome usambarica",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,NA,NA,NA
"2489","Cleome","Cleome usambarica",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,NA,NA,NA
"2490","Coreopsis","Coreopsis grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA
"2491","Delphinium","Delphinium occidentale",NA,NA,NA,NA,NA,NA,NA,NA,0.910973085,0.314285714,TRUE,FALSE,NA,NA,NA
"2492","Erigeron","Erigeron divergens",7.24585019420714,62.7857986740055,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2493","Erigeron","Erigeron divergens",7.24585019420714,62.7857986740055,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA
"2494","Erigeron","Erigeron divergens",7.24585019420714,62.7857986740055,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2495","Erigeron","Erigeron linearis",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2496","Erigeron","Erigeron linearis",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA
"2497","Erigeron","Erigeron linearis",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2498","Erigeron","Erigeron poliospermus",NA,NA,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2499","Erigeron","Erigeron poliospermus",NA,NA,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA
"2500","Erigeron","Erigeron poliospermus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2501","Erigeron","Erigeron pumilus",NA,NA,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,FALSE,NA,NA,NA
"2502","Erigeron","Erigeron pumilus",NA,NA,NA,NA,NA,NA,NA,NA,0.073664825,0.066298343,TRUE,FALSE,NA,NA,NA
"2503","Erigeron","Erigeron pumilus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2504","Eriogonum","Eriogonum caespitosum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,7.22e+11,2835.949951,5.82000041
"2505","Eriogonum","Eriogonum douglasii",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,1.47e+11,3784.910004,4.46999979
"2506","Eriogonum","Eriogonum heracleoides",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,NA,NA,NA
"2507","Eriogonum","Eriogonum niveum",NA,NA,"Subshrub, Forb/herb","Slow","No","Long","None","None",0.016457654,0.020242915,FALSE,FALSE,NA,NA,NA
"2508","Eriogonum","Eriogonum thymoides",NA,NA,"Subshrub, Forb/herb","Slow","No","Long","None","None",0.016457654,0.020242915,FALSE,FALSE,1.2e+11,3299.299973,3.579999924
"2509","Pelecyphora","Pelecyphora vivipara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2510","Gleditsia","Gleditsia triacanthos",61.8160211569174,13.5601833119294,"Shrub, Tree","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"2511","Grayia","Grayia spinosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,FALSE,FALSE,1.2e+12,3411.719971,7.460000396
"2512","Helianthus","Helianthus nuttallii",NA,NA,"Forb/herb","Moderate","No","Moderate","None",NA,1.647058824,0.411764706,TRUE,FALSE,NA,NA,NA
"2513","Helianthus","Helianthus petiolaris",NA,NA,NA,NA,NA,NA,NA,NA,1.647058824,0.411764706,TRUE,TRUE,NA,NA,NA
"2514","Hesperochiron","Hesperochiron californicus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,6.76e+11,4005.909912,5.920000315
"2515","Hibiscus","Hibiscus lasiocarpos",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.66e+11,2106.070053,4.839999676
"2516","Hymenopappus","Hymenopappus filifolius",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2517","Juncus","Juncus nodosus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.116788321,0.16,TRUE,FALSE,NA,NA,NA
"2518","Juniperus","Juniperus osteosperma",NA,NA,"Tree","Slow","Yes","Long","None","None",0.793650794,0.107142857,TRUE,FALSE,1.15e+12,2835.949951,7.460000396
"2519","Disakisperma","Disakisperma dubium",NA,NA,"Graminoid","Rapid","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"2520","Leucocrinum","Leucocrinum montanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,9.69e+11,3958.869911,7.460000396
"2521","Leymus","Leymus cinereus",NA,NA,"Graminoid","Moderate","No","Long","None","None",4.285714286,0.3,TRUE,FALSE,NA,NA,NA
"2522","Lomatium","Lomatium bicolor",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,5.77e+11,3950.569916,7.360000014
"2523","Lomatium","Lomatium canbyi",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,FALSE,FALSE,2.91e+11,3784.910004,4.46999979
"2524","Lomatium","Lomatium foeniculaceum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA
"2525","Lupinus","Lupinus breweri",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,2.5e+11,3871.26001,5.819999933
"2526","Lupinus","Lupinus croceus",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,34274428419,3651.170013,4
"2527","Lupinus","Lupinus grayi",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,1.33e+11,3822.860008,5.719999552
"2528","Lupinus","Lupinus stiversii",NA,NA,NA,NA,NA,NA,NA,NA,0.043459365,0.025423729,TRUE,FALSE,1.52e+11,2816.839951,5.719999552
"2529","Lysimachia","Lysimachia hybrida",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2530","Lysimachia","Lysimachia hybrida",NA,NA,NA,NA,NA,NA,NA,NA,0.150829563,0.038461538,TRUE,FALSE,NA,NA,NA
"2531","Lysimachia","Lysimachia hybrida",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA
"2532","Maclura","Maclura pomifera",NA,NA,"Tree, Shrub","Moderate","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"2533","Mentzelia","Mentzelia albicaulis",NA,NA,NA,NA,NA,NA,NA,NA,0.153609831,0.047619048,FALSE,FALSE,NA,NA,NA
"2534","Monardella","Monardella breweri subsp. lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,4.086021505,0.612903226,FALSE,FALSE,2.67e+11,2835.949951,5.819999933
"2535","Muhlenbergia","Muhlenbergia montana",6.78203231977898,0,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,7.02e+11,3794.970009,7.460000396
"2536","Muhlenbergia","Muhlenbergia montana",6.78203231977898,0,"Graminoid","Moderate","No","Moderate","None","None",0.052882073,0.016129032,TRUE,FALSE,7.02e+11,3794.970009,7.460000396
"2537","Muhlenbergia","Muhlenbergia racemosa",NA,NA,"Graminoid","Moderate","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2538","Muhlenbergia","Muhlenbergia racemosa",NA,NA,"Graminoid","Moderate","No","Short","None","None",0.052882073,0.016129032,TRUE,FALSE,NA,NA,NA
"2539","Nitrophila","Nitrophila occidentalis",NA,NA,"Forb/herb","Moderate","No","Long","None","None",0,0,FALSE,FALSE,5.85e+11,3871.26001,5.920000315
"2540","Oenothera","Oenothera flava",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"2541","Oenothera","Oenothera flava",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.102145046,0.04494382,TRUE,FALSE,NA,NA,NA
"2542","Packera","Packera paupercula",11.9676150345676,88.0323849654324,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
"2543","Parthenocissus","Parthenocissus vitacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA
"2544","Penstemon","Penstemon acuminatus",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0.081371694,0.075268817,TRUE,FALSE,4.14e+11,3364.67997,5.080000401
"2545","Penstemon","Penstemon confertus",NA,NA,"Subshrub, Forb/herb","Rapid","No","Moderate","None","None",0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"2546","Penstemon","Penstemon eriantherus",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,NA,NA,NA
"2547","Penstemon","Penstemon gairdneri",NA,NA,"Subshrub, Forb/herb","Moderate","No","Long","None","None",0.081371694,0.075268817,TRUE,FALSE,2.5e+11,3301.189972,4.240000248
"2548","Penstemon","Penstemon glandulosus",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,1.3e+11,3293.469971,3.520000458
"2549","Penstemon","Penstemon heterodoxus",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,1.79e+11,3871.26001,5.819999933
"2550","Penstemon","Penstemon humilis",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,9.28e+11,3824.220009,7.460000396
