Accepted Symbol,Scientific Name,Air_Results,ports_Results,ghmi_Results,soc_Results,awc_Results,PropFP,TornArea,FRG,StormArea,Ag,Urb,SpeciesArea,Range_Size,Temp,Precip,pH,sand,silt,clay,Growth Habit,Status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,GH_Subshrub,GH_Graminoid,GH_Shrub,GH_Vine,GH_Forb,GH_Tree,FR - I,FR - II,FR - III,FR - IV,FR - V,85
ASPA10,Astragalus palmeri,61.54167938,163.2529449,0.144121617,2.473139763,6.125968456,0.063686935,7.63e-10,5,1.84e-10,0.034520013,0.058906911,7.06e-8,101000000000,33.18999952,1138.519951,4.019999504,70.10000324,51.80000019,44.30000079,Forb/herb,native,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LUHO2,Lupinus holosericeus,96.20744324,405.2539063,0.060569283,4.597568512,7.924318314,0.055183713,4.43e-10,4,4.25e-11,0.034527029,0.007878849,6.01e-8,291000000000,35.27999973,1426.490028,5.080000401,77.90000153,65.29999995,49.8000015,Forb/herb,native,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ABMA3,Abutilon malacum,74.45772552,581.6118164,0.122911893,2.00535965,7.879070282,0.085929632,1.51e-9,5,4.04e-10,0.034530985,0.027900485,7.05e-8,165000000000,30.35999978,933.8499756,5.159999847,78.50000286,44.5,55.29999995,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SOHE,Solanum heterodoxum,73.66004181,674.628479,0.132443443,2.699952602,9.090834618,0.079858669,2.31e-9,5,2.9e-10,0.034622642,0.033285205,7.78e-8,112000000000,41.21999931,1026.860016,5.159999847,74.79999828,59.00000072,43.90000081,Forb/herb,established,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PYLI2,Pyrrocoma linearis,154.3314056,326.4547729,0.049463257,3.994730234,8.727687836,0.067365569,1.52e-10,3,0,0.034625008,0.004759592,4.76e-8,46108634521,22.34000087,1156.620026,3.260000229,55.00000143,49.49999809,45.60000134,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
SEWA2,Selaginella watsonii,85.30747223,411.9766846,0.072850339,4.06518364,7.198599815,0.08057247,3.93e-10,5,9.72e-11,0.03462671,0.017534937,7.88e-8,681000000000,41.89999962,2297.669922,7.460000396,79.600003,61.40000153,47.60000002,Forb/herb,native,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HAPA7,Harpagonella palmeri,69.36100769,386.2905579,0.204013288,2.1679039,7.652111053,0.072834924,1.67e-9,5,3.02e-10,0.034693898,0.089647503,8.79e-8,128000000000,32.61000013,1109.970016,5.159999847,78.50000286,44.5,41.30000067,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PHAR13,Phacelia arizonica,79.48446655,595.9068604,0.137869909,1.947414517,8.929355621,0.089105113,1.07e-9,5,3.66e-10,0.034706218,0.036491755,8.01e-8,109000000000,32.25999975,852.4399719,5.159999847,64.79999828,43.9000001,42.70000076,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
STBA2,Streptanthus barbatus,54.43182373,77.31739044,0.108605787,5.053640842,8.304597855,0.048647168,3.36e-10,1,0,0.034709302,0.055460481,1.62e-7,38732687887,33.46999931,3651.170013,4,73.29999685,48.60000086,47.69999921,Forb/herb,native,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
POCO26,Polemonium confertum,51.18170166,928.1864014,0.09244293,4.497151852,8.736371994,0.040153871,7.46e-10,4,0,0.034727242,0.014852394,1.63e-7,49588812480,29.12999916,1461.789963,5.549999714,71.80000305,43.90000153,39.20000148,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
DAMO,Dalea mollis,67.39482117,322.3592224,0.134871662,2.117957115,6.85524416,0.070874284,9.38e-10,5,1.68e-10,0.034758557,0.045046055,5.3e-8,214000000000,33.18999952,1138.519951,5.75999999,78.50000286,51.80000019,38.39999926,Forb/herb,native,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OLTE,Olneya tesota,67.39482117,322.3592224,0.134871662,2.117957115,6.85524416,0.070874284,9.38e-10,5,1.68e-10,0.034758557,0.045046055,5.3e-8,214000000000,33.18999952,1138.519951,5.75999999,78.50000286,51.80000019,38.39999926,Shrub,native,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
IVGO,Ivesia gordonii,77.97990417,468.8177185,0.078661658,4.871949196,8.671487808,0.072549384,4.47e-10,4,3.79e-11,0.034760351,0.014482162,9.99e-8,844000000000,42.84999943,4440.310059,7.460000396,79.80000305,63.30000305,50.50000155,Forb/herb,native,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PLPR3,Plagiobothrys pringlei,69.48343658,518.9482422,0.14925313,1.920262575,8.789743423,0.074912256,1.38e-9,5,2.71e-10,0.034773338,0.040260452,6.45e-8,98524171769,30.98999977,808.6499939,5.159999847,63.60000134,43.9000001,42.70000076,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GAMA4,Galium matthewsii,70.13202667,249.5137939,0.096062064,2.768157005,5.578928471,0.064150571,3.95e-10,5,6.38e-11,0.034786283,0.031460896,5.47e-8,129000000000,40.60999918,1282.420044,4.980000019,74.80000305,52.79999995,45.19999921,Forb/herb,native,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ASMA6,Astragalus malacus,117.7420349,266.5301208,0.073178083,3.75697875,8.103386879,0.064478739,3.94e-10,3,7.7e-11,0.034803617,0.015229412,6.97e-8,304000000000,38.86999941,1754.979965,4.980000019,77.60000324,65.29999995,49.8000015,Forb/herb,native,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
VAOC2,Valeriana occidentalis,82.45820618,533.130249,0.07470677,4.675252438,9.017029762,0.073977567,6.83e-10,4,4.25e-11,0.034807848,0.011701929,8.24e-8,958000000000,37.58000088,3257.349892,7.460000396,77.90000153,64.30000305,50.50000155,Forb/herb,native,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NEDE,Nemacaulis denudata,67.31672668,263.8735046,0.167078033,2.070077419,6.613169193,0.071499919,1.29e-9,5,2.06e-10,0.03481469,0.074692432,6.49e-8,178000000000,33.18999952,1138.519951,5.159999847,78.50000286,51.80000019,36.6999985,Forb/herb,native,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MEVE5,Mentzelia veatchiana,94.96087646,301.3059082,0.095787063,3.516072035,8.100496292,0.066594905,5.41e-10,5,1.55e-10,0.034821596,0.031357535,7.68e-8,575000000000,40.60999918,3304.389893,5.220000267,82.89999676,65.29999995,45.19999921,Forb/herb,native,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PLMO,Plagiobothrys mollis,122.0777206,206.7918854,0.063156612,4.27803421,9.923416138,0.099384014,3.33e-10,3,0,0.034851525,0.015650861,1.08e-7,93025472829,27.13000011,2749.599945,4.460000038,71.09999704,60.90000296,47.29999924,Forb/herb,native,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ERLI4,Eriogonum libertini,54.49102783,75.31572723,0.090363711,5.078642368,8.860894203,0.041613095,1.67e-10,1,0,0.034904534,0.035382862,1.35e-7,41912657169,33.94000053,3651.170013,4,66.09999657,48.60000086,31.49999845,Forb/herb,native,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ATHY,Atriplex hymenelytra,76.82160187,305.0090942,0.106779575,2.664916754,6.138781548,0.066731058,6.08e-10,5,1.13e-10,0.034911537,0.037113064,5.38e-8,298000000000,40.60999918,1282.420044,5.82000041,78.50000286,52.79999995,45.19999921,Shrub,native,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
STST20,Stuckenia striata,102.8423157,349.7776184,0.056989606,3.844232082,7.512622356,0.115363057,1.26e-9,5,1.23e-9,0.034970193,0.012412132,7.06e-8,195000000000,40.60999918,1774.089966,5.819999933,88.79999995,61.600003,51.69999921,Forb/herb,native,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PHMI7,Phacelia minutissima,83.32112122,346.6998596,0.07485491,4.821995258,9.888046265,0.048537054,2.6e-10,4,0,0.034989347,0.009639683,7.32e-8,123000000000,23.95000076,3356.379974,4.46999979,74.49999857,56.70000172,49.20000148,Forb/herb,native,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
TRSP,Tripogon spicatus,73.43560791,257.0219116,0.249827236,4.76074028,8.011248589,0.079362724,9.01e-9,1,2.34e-9,0.035000974,0.066672319,2.66e-7,14546535216,16.26000023,227.5,1.770000458,45.60000086,31.89999962,48.89999962,Graminoid,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CRCR3,Cryptantha crassisepala,69.5333786,731.0563354,0.094493173,3.37989378,8.813000679,0.071646404,2.06e-9,5,3.64e-10,0.035006031,0.016132441,7.52e-8,757000000000,41.35999966,1698.430061,7.460000396,88.90000308,61.09999847,47.80000079,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
VACA5,Vauquelinia californica,78.68900299,564.3953857,0.142463982,1.9241153,8.821203232,0.08282189,1.19e-9,5,2.63e-10,0.035007799,0.038502993,7.16e-8,98713167839,30.79999977,808.6499939,5.159999847,64.79999828,43.9000001,43.30000067,Shrub,native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ERCE,Erigeron cervinus,53.51777649,77.67353058,0.08885178,5.526437283,9.479552269,0.035566362,2.1e-10,1,0,0.03501454,0.041665395,1.79e-7,42772485928,31.36999893,4284.919769,4.179999828,67.99999809,48.60000086,33.89999998,Forb/herb,native,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
THFE,Thalictrum fendleri,74.33677673,522.7862549,0.095791183,4.085306168,8.685400009,0.072328554,9.02e-10,5,2e-10,0.035016757,0.024398192,9.94e-8,1800000000000,42.84999943,4011.300049,7.460000396,85.29999697,64.30000305,54.50000155,Forb/herb,native,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VICU2,Viola cuneata,60.05479431,65.11699677,0.106590256,5.455307484,10.89073658,0.039753267,1.66e-10,1,0,0.035032856,0.042400798,1.66e-7,102000000000,33.94000053,4284.919769,4.179999828,70.19999886,58.4000001,38.60000074,Forb/herb,native,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
CAPE19,Castilleja peckiana,105.6010513,282.6719666,0.065607317,4.359851837,10.97257805,0.068854315,2.43e-10,3,0,0.03504455,0.009930511,6.89e-8,165000000000,23.85000038,3249.049896,4.46999979,74.49999857,58.40000296,42.69999933,Forb/herb,native,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
LADE3,Lathyrus delnorticus,50.78757095,65.17725372,0.094987445,5.532446384,10.69609261,0.045234342,2.86e-10,1,0,0.035053987,0.042642805,1.79e-7,31463337901,31.04999924,4284.919769,4.179999828,70.19999886,48.60000086,37.19999921,Forb/herb,native,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
POPI2,Poa piperi,50.78757095,65.17725372,0.094987445,5.532446384,10.69609261,0.045234342,2.86e-10,1,0,0.035053987,0.042642805,1.79e-7,31463337901,31.04999924,4284.919769,4.179999828,70.19999886,48.60000086,37.19999921,Graminoid,native,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TROW,Trifolium owyheense,149.4698944,317.0529785,0.062934227,3.912415743,8.633622169,0.056924357,2.23e-10,3,0,0.035056742,0.005657457,4.29e-8,71717686537,22.34000087,1156.620026,3.260000229,55.00000143,55.89999962,45.60000134,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ERSI3,Erigeron simplex,66.99459076,625.6849976,0.086629018,4.653722286,8.858221054,0.049244643,8.51e-10,4,8.39e-11,0.035081847,0.014109217,9.17e-8,576000000000,41.78999996,2391.270111,7.460000396,79.80000305,61.5,46.80000079,Forb/herb,native,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CHCA,Chaenactis carphoclinia,82.34980774,371.5834351,0.101071544,2.912946224,6.491415024,0.072740973,6.29e-10,5,1.49e-10,0.035087362,0.035095888,6.08e-8,472000000000,40.60999918,1662,7.460000396,78.50000286,54.5,45.89999926,Forb/herb,native,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CRGA2,Cryptantha ganderi,62.22524261,193.4382324,0.175802782,1.898916841,6.17988348,0.059520691,1.27e-9,5,2.38e-10,0.035119751,0.083778076,8.78e-8,25181777221,27.46000075,727.960022,4.460000038,68.50000286,28.59999847,33.09999919,Forb/herb,native,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIGL2,Sidalcea glaucescens,71.88632202,144.2091675,0.106595024,3.977783442,7.48042345,0.064431954,5.15e-10,1,7.7e-11,0.035147388,0.033313877,1.43e-7,163000000000,41.54999924,3852.150009,5.819999933,77.70000315,52.9000001,44.8000015,Forb/herb,native,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
CELE,Ceanothus lemmonii,58.09936142,73.27526093,0.128914967,5.020718098,8.61102581,0.055057803,3.75e-10,1,0,0.035186981,0.03985769,2.4e-7,72045174806,30.90000105,3752.479889,4.580000162,75.19999838,47.9000001,44.8000015,Shrub,native,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TRCR7,Triteleia crocea,51.99873352,77.32217407,0.097487487,5.306399822,9.297519684,0.037135582,1.45e-10,1,0,0.035208154,0.040822683,1.7e-7,48333227593,33.94000053,3785.819916,4.179999828,67.99999809,48.60000086,33.89999998,Forb/herb,native,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ERMA3,Eriogonum mancum,68.79439545,340.6722412,0.068684049,5.577266216,8.224168777,0.039707517,9.23e-10,3,0,0.035215703,0.00581395,7.67e-8,57407461497,25.77000046,1349.100021,3.56000042,72.90000153,57.0999999,38.59999919,Forb/herb,native,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
