"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange","reg_native","gir_nuisance","Seed_Dispersal_Category"
"3179","Carex","Carex alopecoidea",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3180","Carex","Carex alopecoidea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3181","Carex","Carex alopecoidea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3182","Carex","Carex blanda",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3183","Carex","Carex blanda",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3184","Carex","Carex blanda",NA,NA,"Graminoid","Slow","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3185","Carex","Carex cristatella",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3186","Carex","Carex cristatella",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3187","Carex","Carex cristatella",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3188","Carex","Carex eburnea",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3189","Carex","Carex eburnea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3190","Carex","Carex eburnea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3191","Carex","Carex emoryi",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3192","Carex","Carex emoryi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3193","Carex","Carex emoryi",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3194","Carex","Carex granularis",NA,NA,"Graminoid","Slow","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3195","Carex","Carex granularis",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3196","Carex","Carex granularis",NA,NA,"Graminoid","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3197","Carex","Carex haydenii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3198","Carex","Carex haydenii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3199","Carex","Carex haydenii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3200","Carex","Carex intumescens",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3201","Carex","Carex intumescens",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3202","Carex","Carex intumescens",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3203","Carex","Carex laxiflora",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3204","Carex","Carex laxiflora",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3205","Carex","Carex laxiflora",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3206","Carex","Carex normalis",NA,NA,"Graminoid","Rapid","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3207","Carex","Carex normalis",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3208","Carex","Carex normalis",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3209","Carex","Carex pensylvanica",15.0432941067464,50.0258816488624,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3210","Carex","Carex pensylvanica",15.0432941067464,50.0258816488624,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3211","Carex","Carex pensylvanica",15.0432941067464,50.0258816488624,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3212","Carex","Carex radiata",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3213","Carex","Carex radiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3214","Carex","Carex radiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3215","Carex","Carex richardsonii",11.785738214851,33.8130018178397,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3216","Carex","Carex richardsonii",11.785738214851,33.8130018178397,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3217","Carex","Carex richardsonii",11.785738214851,33.8130018178397,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3218","Carex","Carex rosea",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3219","Carex","Carex rosea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3220","Carex","Carex rosea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3221","Carex","Carex sprengelii",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3222","Carex","Carex sprengelii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3223","Carex","Carex sprengelii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3224","Carex","Carex sterilis",NA,NA,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3225","Carex","Carex sterilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3226","Carex","Carex sterilis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3227","Carex","Carex stricta",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3228","Carex","Carex stricta",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3229","Carex","Carex stricta",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3230","Castilleja","Castilleja sessiliflora",NA,NA,"Subshrub, Forb/herb","Moderate","No","Long","None","None",0.385964912,0.144736842,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3231","Ceanothus","Ceanothus herbaceus",NA,NA,NA,NA,NA,NA,NA,NA,0.653120464,0.169811321,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3232","Celastrus","Celastrus scandens",NA,NA,"Vine","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3233","Circaea","Circaea lutetiana",42.799137661927,57.200862338073,NA,NA,NA,NA,NA,NA,20,0.5,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3234","Cirsium","Cirsium flodmanii",NA,NA,NA,NA,NA,NA,NA,NA,0.245630609,0.178082192,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3235","Corylus","Corylus americana",NA,NA,"Shrub","Moderate","No","Short","None","None",2.222222222,0.1,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3236","Dalea","Dalea aurea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,7.68e+11,1092.069977,7.269999862,FALSE,FALSE,NA
"3237","Dalea","Dalea purpurea",4.98325917574982,11.7767797679836,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3238","Dalea","Dalea villosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"3239","Delphinium","Delphinium carolinianum",NA,NA,NA,NA,NA,NA,NA,NA,0.910973085,0.314285714,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3240","Desmodium","Desmodium canadense",27.2575938510098,25.4232292763264,NA,NA,NA,NA,NA,NA,0.128205128,0.025,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3241","Primula","Primula meadia",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3242","Primula","Primula meadia",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.784313725,0.196078431,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3243","Echinacea","Echinacea pallida",NA,NA,"Forb/herb","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3244","Echinocereus","Echinocereus viridiflorus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,4.35e+11,1135.51004,5.309999943,FALSE,FALSE,NA
"3245","Eleocharis","Eleocharis compressa",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3246","Elymus","Elymus villosus",NA,NA,NA,NA,NA,NA,NA,NA,1.797814208,0.539344262,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3247","Elymus","Elymus villosus",NA,NA,NA,NA,NA,NA,NA,NA,3.846153846,0.25,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3248","Elymus","Elymus villosus",NA,NA,NA,NA,NA,NA,NA,NA,200,1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3249","Enemion","Enemion biternatum",18.2273940317894,71.7976342132617,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3250","Epilobium","Epilobium coloratum",11.3260752295214,45.1275850965208,"Forb/herb","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3251","Epilobium","Epilobium coloratum",11.3260752295214,45.1275850965208,"Forb/herb","Moderate","No","Moderate","None","None",0.834575261,0.504918033,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3252","Eriogonum","Eriogonum annuum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3253","Eriogonum","Eriogonum effusum",NA,NA,NA,NA,NA,NA,NA,NA,0.016457654,0.020242915,FALSE,FALSE,2.82e+11,1326.919968,4.9599998,FALSE,FALSE,NA
"3254","Eutrochium","Eutrochium purpureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3255","Festuca","Festuca subverticillata",11.6950785752779,30.6340423425724,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3256","Festuca","Festuca subverticillata",11.6950785752779,30.6340423425724,"Graminoid","Moderate","No","Moderate","None","None",0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3257","Festuca","Festuca subverticillata",11.6950785752779,30.6340423425724,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3258","Festuca","Festuca subverticillata",11.6950785752779,30.6340423425724,"Graminoid","Moderate","No","Moderate","None","None",0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3259","Oenothera","Oenothera curtiflora",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3260","Oenothera","Oenothera curtiflora",NA,NA,NA,NA,NA,NA,NA,NA,0.102145046,0.04494382,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3261","Gentiana","Gentiana algida",NA,NA,NA,NA,NA,NA,NA,NA,0.519480519,0.142857143,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3262","Gentiana","Gentiana andrewsii",37.6821307447429,27.5187732237643,"Forb/herb","Moderate","No","Moderate","None","None",0.519480519,0.142857143,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3263","Gentiana","Gentiana puberulenta",NA,NA,NA,NA,NA,NA,NA,NA,0.519480519,0.142857143,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3264","Geum","Geum canadense",41.3378090561657,30.8669610768281,"Forb/herb","Moderate","No","Short","None","None",0.674763833,0.128205128,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3265","Hedeoma","Hedeoma hispida",1.39212018415405,56.0275123834262,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3266","Helianthus","Helianthus giganteus",NA,NA,NA,NA,NA,NA,NA,NA,1.647058824,0.411764706,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3267","Helianthus","Helianthus pauciflorus",NA,NA,NA,NA,NA,NA,NA,NA,1.647058824,0.411764706,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3268","Hesperostipa","Hesperostipa spartea",26.4977375482262,0,"Graminoid","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3269","Heuchera","Heuchera americana",NA,NA,NA,NA,NA,NA,NA,NA,3.296703297,0.214285714,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3270","Heuchera","Heuchera richardsonii",46.8529970987791,0.497577074743324,NA,NA,NA,NA,NA,NA,3.296703297,0.214285714,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3271","Hieracium","Hieracium umbellatum subsp. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,0.95317248,1.320143885,TRUE,FALSE,79887426037,967.3599243,1.349999905,FALSE,FALSE,NA
"3272","Hieracium","Hieracium umbellatum subsp. umbellatum",NA,NA,NA,NA,NA,NA,NA,NA,0.95317248,1.320143885,TRUE,FALSE,5.74e+11,1767.860046,4.019999504,FALSE,FALSE,NA
"3273","Ipomoea","Ipomoea leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,0.101010101,0.022222222,TRUE,FALSE,6.37e+11,1403.860031,4.9599998,FALSE,FALSE,NA
"3274","Juniperus","Juniperus horizontalis",NA,NA,"Subshrub","Moderate","No","Moderate","None","None",0.793650794,0.107142857,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3275","Lathyrus","Lathyrus venosus",NA,NA,NA,NA,NA,NA,NA,NA,0.024996875,0.015748031,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3276","Liatris","Liatris ligulistylis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3277","Liatris","Liatris punctata",NA,NA,"Forb/herb","Slow","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3278","Lilium","Lilium philadelphicum",NA,NA,NA,NA,NA,NA,NA,NA,1.505376344,0.225806452,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3279","Linum","Linum rigidum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3280","Linum","Linum rigidum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3281","Lithospermum","Lithospermum canescens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3282","Lithospermum","Lithospermum canescens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3283","Lithospermum","Lithospermum caroliniense",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3284","Lithospermum","Lithospermum caroliniense",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3285","Lobelia","Lobelia siphilitica",NA,NA,NA,NA,NA,NA,NA,NA,0.12195122,0.024390244,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3286","Lobelia","Lobelia siphilitica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3287","Lobelia","Lobelia spicata",4.35661677094121,30.3738110705489,NA,NA,NA,NA,NA,NA,0.12195122,0.024390244,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3288","Lobelia","Lobelia spicata",4.35661677094121,30.3738110705489,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3289","Lonicera","Lonicera dioica",NA,NA,NA,NA,NA,NA,NA,NA,0.175336061,0.050847458,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3290","Lythrum","Lythrum alatum",NA,NA,NA,NA,NA,NA,NA,NA,0.158730159,0.027777778,TRUE,FALSE,NA,NA,NA,TRUE,FALSE,NA
"3291","Maianthemum","Maianthemum canadense",20.0079771499859,27.3311287741964,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3292","Maianthemum","Maianthemum canadense",20.0079771499859,27.3311287741964,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3293","Onoclea","Onoclea struthiopteris",67.797675804052,32.202324195948,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"3294","Mirabilis","Mirabilis hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3295","Muhlenbergia","Muhlenbergia cuspidata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3296","Muhlenbergia","Muhlenbergia cuspidata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.052882073,0.016129032,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3297","Solidago","Solidago ptarmicoides",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3298","Onoclea","Onoclea sensibilis",52.8768368253601,31.9604663510806,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3299","Lithospermum","Lithospermum caroliniense var. caroliniense",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3300","Lithospermum","Lithospermum caroliniense var. caroliniense",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3301","Osmorhiza","Osmorhiza longistylis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3302","Ostrya","Ostrya virginiana",19.1810656847962,27.0881272570329,"Tree, Shrub","Slow","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3303","Oxalis","Oxalis violacea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3304","Packera","Packera aurea",NA,NA,"Forb/herb","Moderate","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3305","Packera","Packera plattensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3306","Pediomelum","Pediomelum argophyllum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3307","Pediomelum","Pediomelum argophyllum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3308","Penstemon","Penstemon caryi",NA,NA,NA,NA,NA,NA,NA,NA,0.081371694,0.075268817,TRUE,FALSE,20458295625,879.6500092,3.230000496,FALSE,FALSE,NA
"3309","Philadelphus","Philadelphus pubescens",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3310","Physalis","Physalis virginiana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3311","Physocarpus","Physocarpus opulifolius",NA,NA,"Shrub","Slow","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3312","Polygala","Polygala sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,0.090456807,0.029850746,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3313","Polygonatum","Polygonatum biflorum",NA,NA,NA,NA,NA,NA,NA,NA,3.636363636,0.181818182,FALSE,FALSE,1.04e+11,996.5399475,7.259999633,FALSE,FALSE,"Zoochory"
"3314","Quercus","Quercus macrocarpa",NA,NA,"Shrub, Tree","Slow","No","Long","None","None",1.865203762,0.811363636,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3315","Ranunculus","Ranunculus hispidus",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",2.222222222,0.1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3316","Ranunculus","Ranunculus hispidus",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",0.044003432,0.066225166,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3317","Ranunculus","Ranunculus rhomboideus",NA,NA,NA,NA,NA,NA,NA,NA,2.222222222,0.1,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3318","Ranunculus","Ranunculus rhomboideus",NA,NA,NA,NA,NA,NA,NA,NA,0.044003432,0.066225166,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3319","Ribes","Ribes americanum",NA,NA,"Shrub",NA,"No","Short","None","None",0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3320","Ribes","Ribes hirtellum",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3321","Ribes","Ribes missouriense",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3322","Rosa","Rosa blanda",NA,NA,NA,NA,NA,NA,NA,NA,1.171624714,0.667826087,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3323","Rumex","Rumex verticillatus",NA,NA,NA,NA,NA,NA,NA,NA,0.593395253,0.450980392,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3324","Salix","Salix interior",NA,NA,"Shrub, Tree","Rapid","No","Short","None","None",0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3325","Salix","Salix petiolaris",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3326","Salix","Salix serissima",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3327","Sanguinaria","Sanguinaria canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3328","Schizachne","Schizachne purpurascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3329","Silene","Silene nivea",8.49405127630835,77.1462562612675,NA,NA,NA,NA,NA,NA,0.007905138,0.010869565,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3330","Smilax","Smilax herbacea",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"3331","Solidago","Solidago mollis",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"3332","Solidago","Solidago nemoralis",19.8099288327319,33.4258148154587,"Forb/herb","Rapid","No","Short","None","None",0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3333","Solidago","Solidago speciosa",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"3334","Spiraea","Spiraea alba",NA,NA,"Shrub","Moderate","No","Moderate","None","None",1.008403361,0.171428571,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"3335","Spiraea","Spiraea betulifolia",NA,NA,"Shrub","Moderate","No","Long","None","None",1.008403361,0.171428571,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
