accepted_name,acc_name_rank,acc_name_source,acc_name_url,GPI_name,invdefdesc,usdaacceptedsymbol
Microthlaspi perfoliatum,species,COL,https://www.catalogueoflife.org/data/taxon/438H4,thlaspi perfoliatum,Invasive explicitly defined,MIPE8
Microthlaspi perfoliatum,species,COL,https://www.catalogueoflife.org/data/taxon/438H4,microthlaspi perfoliatum,Invasive explicitly defined,MIPE8
Mikania cordata,species,COL,https://www.catalogueoflife.org/data/taxon/43B7B,mikania cordata,Invasive explicitly defined,MICO16
Mikania micrantha,species,COL,https://www.catalogueoflife.org/data/taxon/73KRM,mikania micrantha kunth,Invasive explicitly defined,MIMI5
Mikania micrantha,species,COL,https://www.catalogueoflife.org/data/taxon/73KRM,mikania micrantha,Invasive explicitly defined,MIMI5
Mikania scandens,species,COL,https://www.catalogueoflife.org/data/taxon/43BLM,micania scandens,Invasive explicitly defined,MISC
Mikania scandens,species,COL,https://www.catalogueoflife.org/data/taxon/43BLM,mikania scandens,Invasive explicitly defined,MISC
Mimosa acutistipula,species,COL,https://www.catalogueoflife.org/data/taxon/43G29,mimosa acutistipula benth,Invasive explicitly defined,NA
Mimosa bimucronata,species,COL,https://www.catalogueoflife.org/data/taxon/43G4F,mimosa bimucronata,Invasive explicitly defined,NA
Mimosa bimucronata,species,COL,https://www.catalogueoflife.org/data/taxon/43G4F,mimosa bimucronata (dc.) kuntze,Invasive explicitly defined,NA
Mimosa caesalpiniifolia,species,COL,https://www.catalogueoflife.org/data/taxon/43G5G,mimosa caesalpiniifolia benth,Invasive explicitly defined,NA
Mimosa camporum,species,COL,https://www.catalogueoflife.org/data/taxon/43G5W,mimosa camporum benth,Invasive explicitly defined,NA
Mimosa casta,species,COL,https://www.catalogueoflife.org/data/taxon/43G6C,mimosa casta,Invasive explicitly defined,MICA9
Mimosa diplotricha,species,COL,https://www.catalogueoflife.org/data/taxon/43G92,mimosa diplotricha,Invasive explicitly defined,MIDI8
Mimosa flocculosa,species,COL,https://www.catalogueoflife.org/data/taxon/43GBC,mimosa flocculosa bukart.,Invasive explicitly defined,NA
Mimosa invisa,species,COL,https://www.catalogueoflife.org/data/taxon/73LRS,mimosa invisa,Invasive implicitly defined,MIDI8
Mimosa pellita,species,COL,https://www.catalogueoflife.org/data/taxon/6RLRM,mimosa pellita willd.,Invasive explicitly defined,MIPE2
Mimosa pigra,species,COL,https://www.catalogueoflife.org/data/taxon/43GN7,mimosa pigra,Invasive explicitly defined,MIPE2
Mimosa pudica,species,COL,https://www.catalogueoflife.org/data/taxon/43GPS,mimosa pudica,Invasive explicitly defined,MIPU8
Mimosa pudica,species,COL,https://www.catalogueoflife.org/data/taxon/43GPS,mimosa pudica l.,Invasive explicitly defined,MIPU8
Mirabilis jalapa,species,COL,https://www.catalogueoflife.org/data/taxon/43LGW,mirabilis jalapa,Invasive explicitly defined,MIJA
Mirabilis jalapa,species,COL,https://www.catalogueoflife.org/data/taxon/43LGW,mirabilis jalapa l.,Invasive explicitly defined,MIJA
Mirabilis nyctaginea,species,COL,https://www.catalogueoflife.org/data/taxon/43LHJ,mirabilis nyctaginea,Invasive explicitly defined,MINY
Miscanthus ecklonii,species,COL,https://www.catalogueoflife.org/data/taxon/43MPQ,miscanthus ecklonii,Invasive explicitly defined,NA
Miscanthus floridulus,species,COL,https://www.catalogueoflife.org/data/taxon/43MPT,miscanthus floridulus,Invasive undefined,MIFL3
Miscanthus ogiformis,species,COL,https://www.catalogueoflife.org/data/taxon/43MQM,miscanthus giganteus,Invasive undefined,NA
Miscanthus sacchariflorus,species,COL,https://www.catalogueoflife.org/data/taxon/43MQX,miscanthus sacchariflorus,Invasive undefined,MISA
Miscanthus sinensis,species,COL,https://www.catalogueoflife.org/data/taxon/43MQZ,miscanthus sinensis,Invasive explicitly defined,MISI
Miscanthus sinensis,species,COL,https://www.catalogueoflife.org/data/taxon/43MQZ,miscanthus transmorrisonensis,Invasive explicitly defined,MISI
Miscanthus x giganteus,hybrid,TNRS,http://www.tropicos.org/Name/50269524,miscanthus x giganteus,Invasive explicitly defined,NA
Molinia caerulea,species,COL,https://www.catalogueoflife.org/data/taxon/43VQT,molinia caerulea,Invasive explicitly defined,MOCA2
Mollugo verticillata,species,COL,https://www.catalogueoflife.org/data/taxon/43WQQ,mollugo verticillata,Invasive explicitly defined,MOVE
Momordica charantia,species,COL,https://www.catalogueoflife.org/data/taxon/73NNQ,momordica charantia,Invasive explicitly defined,MOCH2
Monarda fistulosa,species,COL,https://www.catalogueoflife.org/data/taxon/4428K,monarda fistulosa,Invasive explicitly defined,MOBR2
Monarda punctata,species,COL,https://www.catalogueoflife.org/data/taxon/4429H,monarda punctata,Invasive explicitly defined,MOPU
Monochoria vaginalis,species,COL,https://www.catalogueoflife.org/data/taxon/4468M,monochoria vaginalis,Invasive explicitly defined,MOVA
Montanoa hibiscifolia,species,COL,https://www.catalogueoflife.org/data/taxon/6RQ77,montanoa hibiscifolia,Invasive explicitly defined,MOHI
Montia fontana,species,COL,https://www.catalogueoflife.org/data/taxon/44B33,montia fontana,Invasive undefined,MOFO
Morella cerifera,species,COL,https://www.catalogueoflife.org/data/taxon/44CWQ,morella cerifera,Invasive explicitly defined,MOCE2
Morella faya,species,COL,https://www.catalogueoflife.org/data/taxon/44CWX,myrica faya,Invasive explicitly defined,MOFA
Morella faya,species,COL,https://www.catalogueoflife.org/data/taxon/44CWX,morella faya,Invasive explicitly defined,MOFA
Morella nana,species,COL,https://www.catalogueoflife.org/data/taxon/44CXB,myrica nana,Invasive explicitly defined,NA
Morella rivas-martinezii,species,COL,https://www.catalogueoflife.org/data/taxon/44CXP,myrica rivasmartinezii,Invasive explicitly defined,NA
Morinda citrifolia,species,COL,https://www.catalogueoflife.org/data/taxon/44DHL,morinda citrifolia,Invasive explicitly defined,MOCI3
Moringa oleifera,species,COL,https://www.catalogueoflife.org/data/taxon/44DPL,moringa oleifera,Invasive explicitly defined,MOOL
Morus alba,species,COL,https://www.catalogueoflife.org/data/taxon/44FPX,morus alba,Invasive explicitly defined,MOAL
Morus alba,species,COL,https://www.catalogueoflife.org/data/taxon/44FPX,morus alba l.,Invasive explicitly defined,MOAL
Morus alba,species,COL,https://www.catalogueoflife.org/data/taxon/44FPX,morus alba l. moraceae,Invasive explicitly defined,MOAL
Mucuna pruriens,species,COL,https://www.catalogueoflife.org/data/taxon/44HQK,mucuna pruriens,Invasive explicitly defined,MUPR
Muhlenbergia schreberi,species,COL,https://www.catalogueoflife.org/data/taxon/44JMP,muhlenbergia schreberi,Invasive explicitly defined,MUSC
Muhlenbergia schreberi,species,COL,https://www.catalogueoflife.org/data/taxon/44JMP,muhlenbergla schreberi,Invasive explicitly defined,MUSC
Muntingia calabura,species,COL,https://www.catalogueoflife.org/data/taxon/44KXX,muntingia calabura,Invasive explicitly defined,MUCA4
Murdannia keisak,species,COL,https://www.catalogueoflife.org/data/taxon/44LMQ,murdannia keisak,Invasive explicitly defined,MUKE
Murdannia nudiflora,species,COL,https://www.catalogueoflife.org/data/taxon/44LN4,murdannia nudiflora,Invasive explicitly defined,MUNU
Murraya paniculata,species,COL,https://www.catalogueoflife.org/data/taxon/44N6L,murraya exotica,Invasive explicitly defined,MUEX2
Murraya paniculata,species,COL,https://www.catalogueoflife.org/data/taxon/44N6L,murraya paniculata,Invasive explicitly defined,MUEX2
Musa ornata,species,COL,https://www.catalogueoflife.org/data/taxon/6S2NM,musa ornata,Invasive explicitly defined,NA
Myoporum laetum,species,COL,https://www.catalogueoflife.org/data/taxon/6S3PZ,myoporum laetum g. forst. myoporaceae,Invasive explicitly defined,MYLA5
Myoporum laetum,species,COL,https://www.catalogueoflife.org/data/taxon/6S3PZ,myoporum laetum,Invasive explicitly defined,MYLA5
Myoporum tenuifolium,species,COL,https://www.catalogueoflife.org/data/taxon/455FQ,myoporum montanum,Invasive explicitly defined,NA
Myoporum tenuifolium,species,COL,https://www.catalogueoflife.org/data/taxon/455FQ,myoporum tenuifolium,Invasive explicitly defined,NA
Myoporum tetrandrum,species,COL,https://www.catalogueoflife.org/data/taxon/455FR,myoporus tetrandum,Invasive undefined,NA
Myosotis arvensis,species,COL,https://www.catalogueoflife.org/data/taxon/455T6,myosotis arvensis,Invasive explicitly defined,MYAR
Myosotis laxa ssp.  cespitosa,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5JT2V,myosotis caespitosa,Invasive undefined,NA
Myosotis scorpioides,species,COL,https://www.catalogueoflife.org/data/taxon/4564N,myosotis scorpioides,Invasive explicitly defined,MYSC
Myosotis sylvatica,species,COL,https://www.catalogueoflife.org/data/taxon/743RS,myosotis sylvatica,Invasive explicitly defined,MYSY
Myriophyllum aquaticum,species,COL,https://www.catalogueoflife.org/data/taxon/458YG,myriophyllum aquaticum (vell.) verdc.,Invasive explicitly defined,MYAQ2
Myriophyllum aquaticum,species,COL,https://www.catalogueoflife.org/data/taxon/458YG,myriophyllum aquaticum (vell.) verdec,Invasive explicitly defined,MYAQ2
Myriophyllum aquaticum,species,COL,https://www.catalogueoflife.org/data/taxon/458YG,myriophyllum aquaticum (vellozo) verdcourt,Invasive explicitly defined,MYAQ2
Myriophyllum aquaticum,species,COL,https://www.catalogueoflife.org/data/taxon/458YG,myriophyllum aquaticum,Invasive explicitly defined,MYAQ2
Myriophyllum heterophyllum,species,COL,https://www.catalogueoflife.org/data/taxon/458ZB,myriophyllum heterophyllum,Invasive explicitly defined,MYHE2
Myriophyllum heterophyllum,species,COL,https://www.catalogueoflife.org/data/taxon/458ZB,myriophyllum heterophyllum michx.,Invasive explicitly defined,MYHE2
Myriophyllum pinnatum,species,COL,https://www.catalogueoflife.org/data/taxon/4592F,myriophyllum pinnatum,Invasive explicitly defined,MYPI
Myriophyllum sibiricum,species,COL,https://www.catalogueoflife.org/data/taxon/4592T,myriophyllum sibiricum,Invasive explicitly defined,MYSI
Myriophyllum spicatum,species,COL,https://www.catalogueoflife.org/data/taxon/4592Z,myriophyllum spicatum,Invasive explicitly defined,MYSP2
Myriophyllum spicatum,species,COL,https://www.catalogueoflife.org/data/taxon/4592Z,myriophyllum spicatum l.,Invasive explicitly defined,MYSP2
Myriophyllum spicatum,species,COL,https://www.catalogueoflife.org/data/taxon/4592Z,"myriophyllum spicatum,",Invasive explicitly defined,MYSP2
Myriophyllum spicatum,species,COL,https://www.catalogueoflife.org/data/taxon/4592Z,microphyllum spicatum,Invasive explicitly defined,MYSP2
Myriophyllum spicatum x sibiricum,hybrid,unresolved,NA,myriophyllum spicatum x sibiricum,Invasive undefined,NA
Myriophyllum verticillatum,species,COL,https://www.catalogueoflife.org/data/taxon/4593H,myriophyllum verticillatum,Invasive explicitly defined,MYVE3
Myroxylon balsamum,species,COL,https://www.catalogueoflife.org/data/taxon/45DC5,myroxylon balsamum,Invasive explicitly defined,MYBA3
Myroxylon peruiferum,species,COL,https://www.catalogueoflife.org/data/taxon/45DDL,myroxylon peruiferum,Invasive explicitly defined,NA
Myrrhis odorata,species,COL,https://www.catalogueoflife.org/data/taxon/45DGC,myrrhis odorata,Invasive explicitly defined,MYOD
Myrtillocactus geometrizans,species,COL,https://www.catalogueoflife.org/data/taxon/6S4ZC,myrtillocactus geometrizans,Invasive explicitly defined,NA
Najas gracillima,species,COL,https://www.catalogueoflife.org/data/taxon/73SGZ,najas gracillima,Invasive explicitly defined,NAGR
Najas guadalupensis,species,COL,https://www.catalogueoflife.org/data/taxon/45KZD,najas guadalupensis,Invasive undefined,NAGU
Najas marina,species,COL,https://www.catalogueoflife.org/data/taxon/45L25,najas marina,Invasive explicitly defined,NAMA
Najas minor,species,COL,https://www.catalogueoflife.org/data/taxon/45L2C,najas minor,Invasive explicitly defined,NAMI
Nandina domestica,species,COL,https://www.catalogueoflife.org/data/taxon/45LRX,nandina domestica,Invasive explicitly defined,NADO
Narcissus poeticus,species,COL,https://www.catalogueoflife.org/data/taxon/6RSNC,narcissus poeticus,Invasive explicitly defined,NAPO
Narcissus pseudonarcissus,species,COL,https://www.catalogueoflife.org/data/taxon/73SNC,narcissus pseudonarcissus,Invasive undefined,NAPS
Narcissus tazetta,species,COL,https://www.catalogueoflife.org/data/taxon/6S4MX,narcissus tazetta,Invasive implicitly defined,NATA2
Nardus stricta,species,COL,https://www.catalogueoflife.org/data/taxon/45PLC,nardus stricta,Invasive explicitly defined,NAST3
Nassella neesiana,species,COL,https://www.catalogueoflife.org/data/taxon/45S9S,nassella neesiana,Invasive explicitly defined,NANE
Nassella neesiana,species,COL,https://www.catalogueoflife.org/data/taxon/45S9S,stipa neesiana,Invasive explicitly defined,NANE
Nassella tenuissima,species,COL,https://www.catalogueoflife.org/data/taxon/45SB4,nassella tenuissima,Invasive explicitly defined,NATE3
Nassella trichotoma,species,COL,https://www.catalogueoflife.org/data/taxon/45SB7,nassella trichotoma,Invasive explicitly defined,NATR3
Nassella trichotoma,species,COL,https://www.catalogueoflife.org/data/taxon/45SB7,nasella trichotoma,Invasive explicitly defined,NATR3
Nasturtium microphyllum,species,COL,https://www.catalogueoflife.org/data/taxon/45SMJ,nasturtium microphyllum,Invasive explicitly defined,NAMI2
Nasturtium officinale,species,COL,https://www.catalogueoflife.org/data/taxon/6S5ZD,nasturtium officinale,Invasive explicitly defined,NAOF
Nasturtium officinale,species,COL,https://www.catalogueoflife.org/data/taxon/6S5ZD,nasturtium ofcinale,Invasive explicitly defined,NAOF
Nelsonia canescens,species,COL,https://www.catalogueoflife.org/data/taxon/465P5,nelsonia canescens,Invasive explicitly defined,NECA4
Nelumbo nucifera,species,COL,https://www.catalogueoflife.org/data/taxon/465R5,nelumbo nucifera,Invasive explicitly defined,NENU2
Neomarica caerulea,species,TNRS,http://www.tropicos.org/Name/16600073,neomarica caerulea,Invasive explicitly defined,NECA8
Neonotonia wightii,species,COL,https://www.catalogueoflife.org/data/taxon/747PZ,neonotonia wightii,Invasive explicitly defined,NEWI2
Nepeta cataria,species,COL,https://www.catalogueoflife.org/data/taxon/46XJB,nepeta cataria,Invasive undefined,NECA2
Nepeta racemosa,species,COL,https://www.catalogueoflife.org/data/taxon/6S8XN,nepeta racemosa,Invasive explicitly defined,NERA2
Nephrolepis cordifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4722B,nephrolepis cordifolia,Invasive explicitly defined,NECO3
Nephrolepis exaltata,species,COL,https://www.catalogueoflife.org/data/taxon/4722Q,nephrolepis exaltata,Invasive explicitly defined,NEEX
Neptunia oleracea,species,COL,https://www.catalogueoflife.org/data/taxon/47468,neptunia leracea,Invasive undefined,NEPR2
Neptunia oleracea,species,COL,https://www.catalogueoflife.org/data/taxon/47468,neptunia oleracea,Invasive undefined,NEPR2
Nerium oleander,species,COL,https://www.catalogueoflife.org/data/taxon/4768L,nerium oleander,Invasive explicitly defined,NEOL
Nerium oleander,species,COL,https://www.catalogueoflife.org/data/taxon/4768L,nerium oleander l.,Invasive explicitly defined,NEOL
Neslia paniculata,species,COL,https://www.catalogueoflife.org/data/taxon/477FM,neslia paniculata,Invasive implicitly defined,NEPA3
Neurada procumbens,species,COL,https://www.catalogueoflife.org/data/taxon/479Y6,neurada procumbens,Invasive explicitly defined,NA
Neyraudia reynaudiana,species,COL,https://www.catalogueoflife.org/data/taxon/6RY26,neyraudia reynaudiana,Invasive explicitly defined,NERE
Neyraudia reynaudiana,species,COL,https://www.catalogueoflife.org/data/taxon/6RY26,neyraudina reynaudiana,Invasive explicitly defined,NERE
Nicandra physalodes,species,COL,https://www.catalogueoflife.org/data/taxon/749S3,nicandra physalodes,Invasive explicitly defined,NIPH
Nicotiana glauca,species,COL,https://www.catalogueoflife.org/data/taxon/47D3V,nicotiana glauca,Invasive explicitly defined,NIGL
Nicotiana glauca,species,COL,https://www.catalogueoflife.org/data/taxon/47D3V,nicotiana glauca graham,Invasive explicitly defined,NIGL
Nicotiana mutabilis,species,COL,https://www.catalogueoflife.org/data/taxon/47D5J,nicotiana mutabilis,Invasive explicitly defined,NA
Nicotiana paniculata,species,COL,https://www.catalogueoflife.org/data/taxon/47D63,nicotiana paniculata,Invasive explicitly defined,NIPA2
Nicotiana plumbaginifolia,species,COL,https://www.catalogueoflife.org/data/taxon/47D6F,nicotiana plumbaginifolia,Invasive explicitly defined,NIPL2
Nicotiana rustica,species,COL,https://www.catalogueoflife.org/data/taxon/47D6X,nicotiana rustica,Invasive explicitly defined,NIRU
Nicotiana tabacum,species,COL,https://www.catalogueoflife.org/data/taxon/47D7F,nicotiana tabacum,Invasive explicitly defined,NITA
Noccaea caerulescens ssp.  caerulescens,subspecies,COL,https://www.catalogueoflife.org/data/taxon/7KG9L,thlaspi caerulescens,Invasive explicitly defined,NA
Nonea echioides,species,COL,https://www.catalogueoflife.org/data/taxon/73ZWP,nonea ventricosa,Invasive undefined,NA
Nonea pulla,species,COL,https://www.catalogueoflife.org/data/taxon/47PFV,nonea pulla,Invasive explicitly defined,NA
Nonea rossica,species,COL,https://www.catalogueoflife.org/data/taxon/47PFZ,nonea rossica,Invasive implicitly defined,NA
Nopalea cochenillifera,species,COL,https://www.catalogueoflife.org/data/taxon/73ZXK,opuntia cochenillifera,Invasive explicitly defined,OPCO4
Nopalea cochenillifera,species,COL,https://www.catalogueoflife.org/data/taxon/73ZXK,nopalea cochenillifera,Invasive explicitly defined,OPCO4
Nothoscordum gracile,species,COL,https://www.catalogueoflife.org/data/taxon/47TTN,nothoscordum gracile,Invasive undefined,NOBO
Notobasis syriaca,species,COL,https://www.catalogueoflife.org/data/taxon/47V59,notobasis syriaca,Invasive undefined,NA
Nuphar lutea,species,COL,https://www.catalogueoflife.org/data/taxon/4846S,nuphar lutea,Invasive explicitly defined,NULU
Nymphaea alba,species,COL,https://www.catalogueoflife.org/data/taxon/48696,nymphaea alba,Invasive explicitly defined,NYAL
Nymphaea mexicana,species,COL,https://www.catalogueoflife.org/data/taxon/486CT,nymphaea mexicana,Invasive explicitly defined,NYME
Nymphaea nouchali var.  caerulea,variety,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Nymphaea%20caerulea&sortBy=taxonomic,nymphaea caerulea,Invasive explicitly defined,NA
Nymphoides hydrophylla,species,COL,https://www.catalogueoflife.org/data/taxon/486QK,nymphoides cristata,Invasive explicitly defined,NYCR
Nymphoides peltata,species,COL,https://www.catalogueoflife.org/data/taxon/486R7,nymphoides peltata,Invasive explicitly defined,NYPE
Nypa fruticans,species,COL,https://www.catalogueoflife.org/data/taxon/487CM,nypa fruticans,Invasive undefined,NYFR2
Ochna serrulata,species,COL,https://www.catalogueoflife.org/data/taxon/48D9J,ochna serrulata,Invasive explicitly defined,OCSE2
Ochrosia elliptica,species,COL,https://www.catalogueoflife.org/data/taxon/6SF8T,ochrosia elliptica,Invasive implicitly defined,OCEL
Ocimum americanum,species,COL,https://www.catalogueoflife.org/data/taxon/48GB3,ocimum americanum,Invasive explicitly defined,OCBA
Ocimum basilicum,species,COL,https://www.catalogueoflife.org/data/taxon/48GBK,ocimum basilicum,Invasive explicitly defined,OCBA
Ocimum gratissimum,species,COL,https://www.catalogueoflife.org/data/taxon/6SG7Q,ocimum gratissimum,Invasive undefined,OCGR
Odontites vulgaris,species,COL,https://www.catalogueoflife.org/data/taxon/48P4V,odontites vulgaris,Invasive implicitly defined,ODVES
Odontonema cuspidatum,species,COL,https://www.catalogueoflife.org/data/taxon/48QTY,odontonema cuspidatum,Invasive explicitly defined,ODCU
Oeceoclades maculata,species,COL,https://www.catalogueoflife.org/data/taxon/74HWB,oeceoclades maculata,Invasive explicitly defined,OEMA2
Oenanthe sarmentosa,species,COL,https://www.catalogueoflife.org/data/taxon/74JPL,oenanthe sarmentosa,Invasive undefined,OESA
Oenothera adriatica,species,COL,https://www.catalogueoflife.org/data/taxon/48XPB,oenothera adriatica,Invasive explicitly defined,NA
Oenothera biennis,species,COL,https://www.catalogueoflife.org/data/taxon/48XQP,oenothera biennis l.,Invasive explicitly defined,OEBI
Oenothera biennis,species,COL,https://www.catalogueoflife.org/data/taxon/48XQP,oenothera biennis,Invasive explicitly defined,OEBI
Oenothera biennis,species,COL,https://www.catalogueoflife.org/data/taxon/48XQP,oenothere biennis,Invasive explicitly defined,OEBI
Oenothera curtiflora,species,COL,https://www.catalogueoflife.org/data/taxon/48XTN,gaura mollis,Invasive implicitly defined,OECU2
Oenothera depressa,species,COL,https://www.catalogueoflife.org/data/taxon/74K32,oenothera depressa,Invasive explicitly defined,OEVIV
Oenothera drummondii,species,COL,https://www.catalogueoflife.org/data/taxon/74K2N,oenothera drummondii,Invasive explicitly defined,OEDR
Oenothera fallacoides,species,COL,https://www.catalogueoflife.org/data/taxon/6SJQH,oenothera fallacoides,Invasive explicitly defined,NA
Oenothera glazioviana,species,COL,https://www.catalogueoflife.org/data/taxon/48XVS,oenothera glazioviana,Invasive explicitly defined,OEGL
Oenothera laciniata,species,COL,https://www.catalogueoflife.org/data/taxon/48XXZ,oenothera laciniata,Invasive explicitly defined,OELA
Oenothera latipetala,species,COL,https://www.catalogueoflife.org/data/taxon/74K2D,oenothera latipetala,Invasive explicitly defined,NA
Oenothera oakesiana,species,COL,https://www.catalogueoflife.org/data/taxon/48Y2X,oenothera oakesiana,Invasive explicitly defined,OEOA
Oenothera odorata,species,COL,https://www.catalogueoflife.org/data/taxon/48Y36,oenothera odorata,Invasive explicitly defined,NA
Oenothera parviflora,species,COL,https://www.catalogueoflife.org/data/taxon/48Y3T,oenothera parviflora,Invasive explicitly defined,OEPA5
Oenothera pedemontana,species,COL,https://www.catalogueoflife.org/data/taxon/48Y3W,oenothera pedemontana,Invasive explicitly defined,NA
Oenothera pedemontana,species,COL,https://www.catalogueoflife.org/data/taxon/48Y3W,oenothera pedemontanah,Invasive explicitly defined,NA
Oenothera rosea,species,COL,https://www.catalogueoflife.org/data/taxon/48Y65,oenothera rosea,Invasive explicitly defined,OERO
Oenothera rubricaulis,species,COL,https://www.catalogueoflife.org/data/taxon/48Y6K,oenothera rubricaulis,Invasive undefined,NA
Oenothera sesitensis,species,COL,https://www.catalogueoflife.org/data/taxon/48Y7H,oenothera sesitensis,Invasive explicitly defined,NA
Oenothera stricta,species,COL,https://www.catalogueoflife.org/data/taxon/48Y89,oenothera stricta,Invasive explicitly defined,OEST
Oenothera stucchii,species,COL,https://www.catalogueoflife.org/data/taxon/48Y8F,oenothera stucchii,Invasive explicitly defined,NA
Oenothera suaveolens,species,COL,https://www.catalogueoflife.org/data/taxon/48Y8G,oenothera suaveolens,Invasive explicitly defined,NA
Oenothera vienii,species,unresolved,NA,oenothera vienii,Invasive undefined,NA
Oenothera villosa,species,COL,https://www.catalogueoflife.org/data/taxon/74JBC,oenothera villosa,Invasive implicitly defined,OEVI
Oenothera x erythrosepala,hybrid,TNRS,http://www.tropicos.org/Name/23201246,oenothera x erythrosepala borbás,Invasive explicitly defined,NA
Oftia africana,species,COL,https://www.catalogueoflife.org/data/taxon/74JDM,lantana africana,Invasive explicitly defined,NA
Oldenlandia corymbosa,species,COL,https://www.catalogueoflife.org/data/taxon/492ZP,oldenlandia corymbosa,Invasive explicitly defined,OLCO
Oldenlandia herbacea,species,COL,https://www.catalogueoflife.org/data/taxon/4934T,oldenlandia herbacea,Invasive explicitly defined,OLHE3
Olea europaea,species,COL,https://www.catalogueoflife.org/data/taxon/493JT,olea europaea,Invasive explicitly defined,OLEU
Olea europaea ssp.  cuspidata,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5JZ3S,olea europaea cuspidata,Invasive explicitly defined,NA
Olea europaea ssp.  cuspidata,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5JZ3S,olea europaea subsp. cuspidata,Invasive explicitly defined,NA
Olea europaea ssp.  cuspidata,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5JZ3S,olea europaea ssp. cuspidata,Invasive explicitly defined,NA
Olea europaea ssp.  europaea,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5JZ3T,olea europaea subsp. europaea,Invasive explicitly defined,NA
Omalotheca sylvatica,species,COL,https://www.catalogueoflife.org/data/taxon/74K57,gnaphalium sylvaticum,Invasive implicitly defined,OMSY
Onobrychis caput-galli,species,COL,https://www.catalogueoflife.org/data/taxon/49KXN,onobrychis caput-galli,Invasive undefined,ONCA3
Onobrychis crista-galli,species,COL,https://www.catalogueoflife.org/data/taxon/49KY3,onobrychis crista-galli,Invasive undefined,NA
Onopordum acanthium,species,COL,https://www.catalogueoflife.org/data/taxon/49LG8,onopordum acanthium,Invasive explicitly defined,ONAC
Oplismenus undulatifolius,species,COL,https://www.catalogueoflife.org/data/taxon/6SS42,oplismenus undulatifolius,Invasive explicitly defined,OPHIU2
Opuntia aurantiaca,species,COL,https://www.catalogueoflife.org/data/taxon/6SRJN,opuntia aurantiaca,Invasive explicitly defined,OPAU10
Opuntia aurantiaca,species,COL,https://www.catalogueoflife.org/data/taxon/6SRJN,opuntia auranaca,Invasive explicitly defined,OPAU10
Opuntia elata,species,COL,https://www.catalogueoflife.org/data/taxon/6SRK7,opuntia elata,Invasive explicitly defined,NA
Opuntia elatior,species,COL,https://www.catalogueoflife.org/data/taxon/6T3K7,opuntia elatior,Invasive explicitly defined,NA
Opuntia engelmannii,species,COL,https://www.catalogueoflife.org/data/taxon/6SRK6,opuntia engelmannii,Invasive explicitly defined,OPEN3
Opuntia engelmannii ssp.  lindheimeri,subspecies,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Opuntia%20lindheimeri&sortBy=taxonomic,opuntia lindheimeri,Invasive explicitly defined,NA
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia ficus-indica,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia maxima,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia vulgaris,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia ficus-indica (l.) mill.,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia ficus-indica (l.) miller,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,optunia ficus-indica,Invasive explicitly defined,OPFI
Opuntia ficus-indica,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LT,opuntia ficus,Invasive explicitly defined,OPFI
Opuntia humifusa,species,COL,https://www.catalogueoflife.org/data/taxon/6T3LD,opuntia humifusa,Invasive explicitly defined,OPHU
Opuntia leucotricha,species,COL,https://www.catalogueoflife.org/data/taxon/6SRMV,opuntia leucotrichia,Invasive explicitly defined,OPLE2
Opuntia leucotricha,species,COL,https://www.catalogueoflife.org/data/taxon/6SRMV,opuntia leucotricha,Invasive explicitly defined,OPLE2
Opuntia microdasys,species,COL,https://www.catalogueoflife.org/data/taxon/753ML,opuntia microdasys,Invasive explicitly defined,OPMI4
Opuntia monacantha,species,COL,https://www.catalogueoflife.org/data/taxon/74RMF,opuntia monacantha,Invasive explicitly defined,OPMO5
Opuntia phaeacantha,species,COL,https://www.catalogueoflife.org/data/taxon/6T3NQ,opuntia phaeacantha,Invasive explicitly defined,OPPH
Opuntia pubescens,species,COL,https://www.catalogueoflife.org/data/taxon/6SRNG,opuntia pubescens,Invasive explicitly defined,NA
Opuntia robusta,species,COL,https://www.catalogueoflife.org/data/taxon/74RP9,opuntia robusta,Invasive explicitly defined,NA
