paperid,GPI_name,inv_ctry,explicit_invdef,explicit_invdefdesc,implicit_invdef,implicit_invdefdesc,locdata,locdata_type,finding
KELL2000,lythrum salicaria,United States of America,Y,"lythrum, the only non-native plant of the three has spread widely across the country and become dominant in many places. current thinking holds that the introduction of lythrum has a detrimental effect on existing communities; however, no studies supporting this opinion have been published.",NA,NA,Y,MAP,the high amounts of diversity in a typha-lythrum marsh does not support the idea that lythrum invasion lowers diversity.
KELL2000,phragmites australis,United States of America,Y,"phragmites is a native plant, but during the last half century it has spread and occupied many marshes, eventually forming mono-specific stands. while it is anecdotally reported that phragmites has a detrimental effect on the diversity of communities that it invades, this effect has not been documented by published studies.",NA,NA,Y,MAP,the experiments support the idea that phragmites lower diversity in marshes.
KELL2004,phalaris arundinacea,United States of America,Y,dramitically change ecosystems and communities,NA,NA,Y,COORDS,disturbance did not lead to changes in p. arundinacea cover. deer herbivory appeared to assist the species invasiveness
KELL2005,elodea canadensis,New Zealand,Y,these species form tall dense plant beds throughout mid-depths (2-7 m) of the littoral zone.,NA,NA,Y,BOTH,"the dominant native fish in lake wanaka, the bully gobiomorphus cotidianus,was more abundant in exotic than in native beds, but bully predation rates on snails were significantly lower in exotic than in native beds. invasion by adventive macrophyte species can cause significant shifts in lake productivity, species composition, and foodweb dynamics. the dominant native fish in lake wanaka, the bully gobiomorphus cotidianus,was more abundant in exotic than in native beds, but bully predation rates on snails were significantly lower in exotic than in native beds. invasion by adventive macrophyte species can cause significant shifts in lake productivity, species composition, and foodweb dynamics."
KELL2005,lagarosiphon major,New Zealand,Y,these species form tall dense plant beds throughout mid-depths (2-7 m) of the littoral zone.,NA,NA,Y,BOTH,"the dominant native fish in lake wanaka, the bully gobiomorphus cotidianus,was more abundant in exotic than in native beds, but bully predation rates on snails were significantly lower in exotic than in native beds. invasion by adventive macrophyte species can cause significant shifts in lake productivity, species composition, and foodweb dynamics. the dominant native fish in lake wanaka, the bully gobiomorphus cotidianus,was more abundant in exotic than in native beds, but bully predation rates on snails were significantly lower in exotic than in native beds. invasion by adventive macrophyte species can cause significant shifts in lake productivity, species composition, and foodweb dynamics."
KELL2012A,silene latifolia,Canada,Y,changes in genetic diversity may play a key role in the ability of introduced populations of non-native species to expand their range and become invasive (lambrinos 2004; dlugosch & parker 2008; keller & taylor 2008; wilson et al. 2009).,NA,NA,Y,MAP,"this pattern of repeated colonization and rapid expansion has effectively eroded the strong population structure and cytonuclear associations present in europe, but has retained overall high genetic diversity since invasion. our results highlight the flexibility of the abc approach for constructing a narrative of the demographic history of species invasions and provide baseline for future studies of evolutionary changes in introduced s. latifolia populations."
KELL2012A,silene latifolia,United States of America,Y,changes in genetic diversity may play a key role in the ability of introduced populations of non-native species to expand their range and become invasive (lambrinos 2004; dlugosch & parker 2008; keller & taylor 2008; wilson et al. 2009).,NA,NA,Y,MAP,"this pattern of repeated colonization and rapid expansion has effectively eroded the strong population structure and cytonuclear associations present in europe, but has retained overall high genetic diversity since invasion. our results highlight the flexibility of the abc approach for constructing a narrative of the demographic history of species invasions and provide baseline for future studies of evolutionary changes in introduced s. latifolia populations."
KELL2012B,rosa rugosa,Germany,Y,"invasive plant species represent a substantial threat to species communities in an ecosystem (kowarik, 2003; levine et al., 2003; strauss, lau & carroll, 2006), because they successfully compete for light, water and pollinators, etc. (kowarik, 2003; mitchell et al., 2006; valtuena, preston & kadereit, 2011). moreover, invaders can break up the genetic integrity of related native species by hybridization, leading to their extinction.",NA,NA,Y,MAP,"we detected a very low genetic diversity and a low number of seeds per hip in the mixed population of r. mollis, pointing to genetic depletion and low fitness."
KELL2012B,rosa rugosa,Sweden,Y,"invasive plant species represent a substantial threat to species communities in an ecosystem (kowarik, 2003; levine et al., 2003; strauss, lau & carroll, 2006), because they successfully compete for light, water and pollinators, etc. (kowarik, 2003; mitchell et al., 2006; valtuena, preston & kadereit, 2011). moreover, invaders can break up the genetic integrity of related native species by hybridization, leading to their extinction.",NA,NA,Y,MAP,"we detected a very low genetic diversity and a low number of seeds per hip in the mixed population of r. mollis, pointing to genetic depletion and low fitness."
KELL2013,bromus tectorum,United States of America,Y,"downy brome can increase the frequency and intensity of wildfires, creating conditions that further enhance the potential for downy brome expansion, and it can be detrimental to many shrub communities, such as those dominated by winterfat [ceratoides lanata (pursh) a. meeuse & smit] and shadscale [atriplex confertifolia(torr. & frém.) s. wats.], and shrubs that do not resprout from roots after fire, such as wyoming big sagebrush (artemisia tridentata nutt. ssp. wyomingensis beetle & young) (mosley et al. 1999). over time, perennial shrubs, grasses, and forbs can be reduced or eliminated by the combination of increased fire frequency and competition with downy brome. observations and empirical evidence have shown that the transition of a more native rangeland to a downy brome–dominated landscape has direct and indirect effects on the soil, on production of livestock and wildlife forage, and on wildlife habitat.",NA,NA,Y,MAP,"both groups thought downy brome was a problem, and perception of the severity of downy brome corresponded to the level of infestation in the respondent's region. nrps identified downy brome as a bigger problem than did ranchers from the same area in all but one region. ranchers were most likely to use early spring grazing to control downy brome, and nrps were most likely to use seeding, imazapic herbicide, or a combination of methods. both groups reported that the primary constraint to controlling downy brome was that other weeds were a higher priority. ranchers and nrps wanted more information about the control methods they were already likely to use as well as other downy brome control methods."
KELL2014A,nymphoides peltata,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,azolla filiculoides,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,crassula helmsii,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,elodea canadensis,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,elodea nuttallii,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,lagarosiphon major,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,lemna minuta,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014A,myriophyllum aquaticum,Ireland,Y,invasive species have the capacity to fundamentally alter ecosystem functioning.,NA,NA,N,NA,"refining cnms with regional data on land use, human influence and landscape may have a substantial impact on predictive capacity,providing greater value for prioritization of conservation management at subregional or local scales."
KELL2014B,elodea canadensis,Ireland,N,NA,NA,NA,N,NA,"lévy movement patterns similar to those previously observed in humans and wild animals are evident in the re-constructed dispersal pattern of invasive aquatic species. such patterns may be widespread among invasive species and could be exacerbated by further development of trade networks, human travel and environmental change."
KELL2014B,azolla filiculoides,Ireland,N,NA,NA,NA,N,NA,"lévy movement patterns similar to those previously observed in humans and wild animals are evident in the re-constructed dispersal pattern of invasive aquatic species. such patterns may be widespread among invasive species and could be exacerbated by further development of trade networks, human travel and environmental change."
KELL2014B,elodea nuttallii,Ireland,N,NA,NA,NA,N,NA,"lévy movement patterns similar to those previously observed in humans and wild animals are evident in the re-constructed dispersal pattern of invasive aquatic species. such patterns may be widespread among invasive species and could be exacerbated by further development of trade networks, human travel and environmental change."
KELL2014B,lagarosiphon major,Ireland,N,NA,NA,NA,N,NA,"lévy movement patterns similar to those previously observed in humans and wild animals are evident in the re-constructed dispersal pattern of invasive aquatic species. such patterns may be widespread among invasive species and could be exacerbated by further development of trade networks, human travel and environmental change."
KELL2014B,lemna minuta,Ireland,N,NA,NA,NA,N,NA,"lévy movement patterns similar to those previously observed in humans and wild animals are evident in the re-constructed dispersal pattern of invasive aquatic species. such patterns may be widespread among invasive species and could be exacerbated by further development of trade networks, human travel and environmental change."
KELL2015,elodea nuttallii,Ireland,Y,elodea nutalli have shown that it can outcompete other submergedf species and floating species when nutrient concentrations are not limiting.,NA,NA,Y,MAP,"all observed differences in the macropyte community were small relative to other factors such as nutrient levels, inter-annual variation and differences between sites. despite this, the observed negative association betwee e. nuttallii and charophytes is a key concern due to the rarity and endangered status of many charophyte species. "
KELL2018,alternanthera philoxeroides,India,N,NA,NA,NA,Y,MAP,we find that the implications of these invasions for livelihoods reliant on lake resources and services provide good justification for management efforts. we discuss some options and challenges to such a management program.
KELL2018,azolla cristata,India,N,NA,NA,NA,Y,MAP,we find that the implications of these invasions for livelihoods reliant on lake resources and services provide good justification for management efforts. we discuss some options and challenges to such a management program.
KELT2016,atriplex nummularia,Chile,Y,many invasive plants have escaped after being translocated for ornamental purposes (reichard & white 2001; lehan et al. 2013); whereas others have similar histories to that of a. nummularia; with initial introduction to address one restoration concern—usually economic—only to lead to other; often unexpected concerns.,NA,NA,Y,MAP,in areas revegetated with a. nummularia; researchers only managed to capture one mammal species and no birds. this contrasted greatly with the control plots in which 15 to 80 animals were captured in similar areas.
KEMP2013,artemisia verlotiorum,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,bidens frondosa,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,erigeron annuus,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,lepidium virginicum,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,polygonum cuspidatum,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,senecio inaequidens,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,solidago altissima,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KEMP2013,solidago gigantea,Switzerland,N,NA,NA,NA,N,NA,"our study demonstrates that high biomass production is a general characteristic of invasive alien plants, whereas induced resistance and constitutive resistance are not. invasive and non-invasive alien species both exhibited a variety of strategies to cope with herbivores. in addition, invasive alien species neither used the mycorrhizal symbiosis in a more beneficial nor in a less detrimental way than non-invasive alien species did. however, a reduced sensitivity of invasive species to the local amf community appears to be common, and might be a potential mechanism to avoid the parasitic nature of the fungi in nutrient-rich habitats. generally, it appears as if 'simple traits', such as biomass production, show more consistent differences between invasive and non-invasive alien species than do 'complex' traits such as resistance and mycorrhization."
KENN2004,tamarix ramosissima,United States of America,N,NA,NA,NA,Y,COORDS,"saltcedar heavily shaded jackrabbit spring and shifted the dominant organic matter from the autochthonous production that was available throughout the year to allochthonous saltcedar leaf litter that was strongly pulsed inthe autumn. decomposition rates for saltcedar were lower than for ash (fraxinus velutina), the dominant native allochthonous litter type, but faster than for bulrush (scirpus americanus), the dominant macrophyte in this system."
KENN2005,tamarix ramosissima,United States of America,N,NA,NA,NA,N,NA,the clearing of t. ramosissima lead to the restoration of the springbrook back to that of the native vegetative sites.
KENN2010,rumex acetosella,Canada,N,NA,NA,NA,Y,COORDS,"sprout-year hexazinone reduced sheep sorrel densities, which led to increased yields. fertilizer increased weed density in the absence of herbicides, had no effect on density in the presence of herbicides, tended to have no impact on floral buds, and did not increase yields. fruiting-year hexazinone decreased sheep sorrel densities in some situations, but did not result in yield increases."
KENN2011,rumex acetosella,Canada,Y,sheep sorrel (rumex acetosella l.) is one of the most common weeds present in eastern canadian blueberry fields and is drastically reducing yields,NA,NA,Y,COORDS,"hexazinone efficacy on sheep sorrel varied widely between sites probably due to differences in organic matter content, moisture, and past agrochemical applications at each field. hexazinone effectively reduced shoot biomass at two of the three sites even where fertilizer was applied. hexazinone did not have a significant effect on root length and biomass, but significantly reduced achene weight, shoot and reproductive biomass, and the reproductive : shoot biomass ratio."
KENN2017,terminalia catappa,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,acacia melanoxylon,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,acer negundo,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,ailanthus altissima,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,alnus glutinosa,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,alstonia macrophylla,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,artocarpus altilis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,betula pendula,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,buddleja davidii,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,elaeagnus angustifolia,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,eucalyptus camaldulensis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,eucalyptus globulus,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,eucalyptus grandis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,falcataria moluccana,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,fallopia japonica,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,fallopia x bohemicum,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,fraxinus chinensis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,hovenia dulcis,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,impatiens glandulifera,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,lolium perenne,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,magnifera indica,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,paspalum distichum,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,pinus contorta,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,pinus ponderosa,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,pinus radiata,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,pittosporum undulatum,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,prunus laurocerasus,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,robinia pseudoacacia,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,rubus armeniacus,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
KENN2017,salix babylonica,Argentina,N,NA,NA,NA,Y,BOTH,"we conclude that exotic leaf litter is likely to have the most impact in high-temperature stream ecosystems, and the nature of the impact is potentially related to the c:n ratio of the leaves (low c:n exotic leaf litter decays more quickly than high c:n native leaf litter). likewise, exotic species decay faster than native species in coarse mesh sizes that permit the ingress of invertebrate detritivores, possibly related to the higher c:p ratios we observed in exotic species."
