paperid,author,title,year,journal,volume,issue,pages,doi,WoS,type
SCHA2019B,"schantz, merilynn c.; sheley, roger l.; james, jeremy j.",propagule pressure and priority seeding effects on the demography of invasive annual and native perennial grass species,2019,plant ecology & diversity,12,2,139-150,10.1080/17550874.2019.1613696,Y,article
SCHE2003A,"scheiman, daniel m.; bollinger, eric k.; johnson, douglas h.",effects of leafy spurge infestation on grassland birds,2003,the journal of wildlife management,67,1,115,10.2307/3803067,Y,article
SCHE2003B,"scherber, christoph; crawley, michael j.; porembski, stefan",the effects of herbivory and competition on the invasive alien plant senecio inaequidens (asteraceae),2003,diversity and distributions,9,6,415–426,10.1046/j.1472-4642.2003.00049.x,Y,article
SCHI1995,"schierenbeck, kristina a.; hamrick, j. l.; mack, richard n.",comparison of allozyme variability in a native and an introduced species of lonicera,1995,heredity,75,1,1–9,10.1038/hdy.1995.97,Y,article
SCHI2004,"schierenbeck, kristina a.","japanese honeysuckle (lonicera japonica) as an invasive species; history, ecology, and context",2004,critical reviews in plant sciences,23,5,391–400,10.1080/07352680490505141,Y,article
SCHI2014,"schittko, conrad; wurst, susanne",above- and belowground effects of plant-soil feedback from exotic solidago canadensis on native tanacetum vulgare,2014,biological invasions,16,7,1465–1479,10.1007/s10530-013-0584-y,Y,article
SCHL2008A,"schlaepfer, daniel r.; edwards, peter j.; semple, john c.; billeter, regula",cytogeography of solidago gigantea (asteraceae) and its invasive ploidy level,2008,journal of biogeography,35,11,2119–2127,10.1111/j.1365-2699.2008.01937.x,Y,article
SCHL2008B,"schlaepfer, daniel r.; edwards, peter j.; widmer, alex; billeter, regula",phylogeography of native ploidy levels and invasive tetraploids of solidago gigantea,2008,molecular ecology,17,24,5245–5256,10.1111/j.1365-294x.2008.03980.x,Y,article
SCHL2010A,"schlaepfer, daniel r.; edwards, peter j.; billeter, regula",why only tetraploid solidago gigantea (asteraceae) became invasive: a common garden comparison of ploidy levels,2010,oecologia,163,3,661–673,10.1007/s00442-010-1595-3,Y,article
SCHL2010B,"schlossberg, s.; king, d. i.",effects of invasive woody plants on avian nest site selection and nesting success in shrublands,2010,animal conservation,13,3,286–293,10.1111/j.1469-1795.2009.00338.x,N,article
SCHL2013,"schlesinger, christine; white, sarah; muldoon, shane",spatial pattern and severity of fire in areas with and without buffel grass (cenchrus ciliaris) and effects on native vegetation in central australia,2013,austral ecology,38,7,831–840,10.1111/aec.12039,Y,article
SCHM1999,"schmidt, kenneth a.; whelan, christopher j.",effects of exotic lonicera and rhamnus on songbird nest predation,1999,conservation biology,13,6,1502–1506,10.1046/j.1523-1739.1999.99050.x,Y,article
SCHM2005,"schmidt, kenneth a.; nelis, lisa c.; briggs, nathan; ostfeld, richard s.",invasive shrubs and songbird nesting success: effects of climate variability and predator abundance,2005,ecological applications,15,1,258–265,10.1890/03-5325,Y,article
SCHM2008,"schmid, jill l.; addison, david s.; donnelly, maureen a.; shirley, michael a.; wibbels, thane","the effect of australian pine (casuarina equisetifolia) removal on loggerhead sea turtle (caretta caretta) incubation temperatures on keewaydin island, florida",2008,journal of coastal research,10055,,214–220,10.2112/si55-001.1,N,article
SCHM2020A,"schmidt, kt; maltz, m; ta, p; khalili, b; weihe, c; phillips, m; aronson, e; lulow, m; long, j; kimball, s",identifying mechanisms for successful ecological restoration with salvaged topsoil in coastal sage scrub communities,2020,diversity,12,4,150,10.3390/d12040150,Y,article
SCHM2020B,"schmidt, r; deising, hb; hensen, i; schadler, m; auge, h",natural enemies do not contribute to negative frequency-dependence in native and exotic grassland plants,2020,"perspectives in plant ecology, evolution and systematics",46,NA,125565,10.1016/j.ppees.2020.125565,Y,article
SCHN2006,"schnitzler, annik; heuzé, patricia",ivy (hedera helix l.) dynamics in riverine forests: effects of river regulation and forest disturbance,2006,forest ecology and management,236,1,12–17,10.1016/j.foreco.2006.05.060,N,article
SCHO2006A,"schooler, shon s.; mcevoy, peter b.; coombs, eric m.",negative per capita effects of purple loosestrife and reed canary grass on plant diversity of wetland communities,2006,diversity and distributions,12,4,351–363,10.1111/j.1366-9516.2006.00227.x,Y,article
SCHO2007,"schooler, shon s.; yeates, alice g.; wilson, john r.u.; julien, mic h.","herbivory, mowing, and herbicides differently affect production and nutrient allocation of alternanthera philoxeroides",2007,aquatic botany,86,1,62–68,10.1016/j.aquabot.2006.09.004,Y,article
SCHO2008A,"schooler, shon; cook, tony; bourne, anne; prichard, graham; julien, mic",selective herbicides reduce alligator weed (alternanthera philoxeroides) biomass by enhancing competition,2008,weed science,56,2,259–264,10.1614/ws-07-132.1,Y,article
SCHO2008B,"schooler, shon s.","shade as a management tool for the invasive submerged macrophyte, cabomba caroliniana",2008,journal of aquatic plant management,46,2,168–171,,Y,article
SCHO2009,"schooler, s. s.; mcevoy, p. b.; hammond, p.; coombs, e. m.","negative per capita effects of two invasive plants, lythrum salicaria and phalaris arundinacea, on the moth diversity of wetland communities",2009,bulletin of entomological research,99,3,229–243,10.1017/s0007485308006251,N,article
SCHO2010A,"schoenfelder, anna c.; bishop, john g.; martinson, holly m.; fagan, william f.",resource use efficiency and community effects of invasive hypochaeris radicata (asteraceae) during primary succession,2010,american journal of botany,97,11,1772–1779,10.3732/ajb.0900383,Y,article
SCHO2010B,"schooler, shon s.; cook, tony; prichard, graham; yeates, alice g.",disturbance-mediated competition: the interacting roles of inundation regime and mechanical and herbicidal control in determining native and invasive plant abundance,2010,biological invasions,12,9,3289–3298,10.1007/s10530-010-9722-y,N,article
SCHO2015,"schor, j.; farwig, n.; berens, d. g.",intensive land-use and high native fruit availability reduce fruit removal of the invasive solanum mauritianum in south africa,2015,south african journal of botany,96,,6–12,10.1016/j.sajb.2014.11.004,Y,article
SCHO2020,"schohr, tk; gornish, es; woodmansee, g; shaw, j; tate, kw; roche, lm",practitioner insights into weed management on california's rangelands and natural areas,2020,environmental management,65,2,212-219,10.1007/s00267-019-01238-8,Y,article
SCHR2011,"schreiter, susanne; ebeling, susan k.; durka, walter",polymorphic microsatellite markers in the invasive shrub buddleja davidii (scrophulariaceae),2011,american journal of botany,98,2,39– 40,10.3732/ajb.1000417,Y,article
SCHR2012,"schramm, jonathon w.; ehrenfeld, joan g.",patterns of patch colonization and expansion in the non-native annual grass microstegium vimineum (poaceae),2012,rhodora,114,957,1–20,10.3119/0035-4902-114.957.1,Y,article
SCHR2019A,"schrank, amy j.; lishawa, shane c.",invasive cattail reduces fish diversity and abundance in the emergent marsh of a great lakes coastal wetland,2019,journal of great lakes research,45,6,1251-1259,10.1016/j.jglr.2019.09.013,Y,article
SCHR2020,"schroder, r; kiehl, k",ecological restoration of an urban demolition site through introduction of native forb species,2020,urban forestry & urban greening,47,NA,126509,10.1016/j.ufug.2019.126509,Y,article
SCHU2006A,"schussman, heather; geiger, erika; mau-crimmins, theresa; ward, judy","spread and current potential distribution of an alien grass, eragrostis lehmanniana nees, in the southwestern usa: comparing historical data and ecological niche models",2006,diversity and distributions,12,5,582–592,10.1111/j.1366-9516.2006.00268.x,Y,article
SCHU2006B,"schutzenhofer, michele r.; valone, thomas j.",positive and negative effects of exotic erodium cicutarium on an arid ecosystem,2006,biological conservation,132,3,376–381,10.1016/j.biocon.2006.04.031,Y,article
SCHU2007A,"schutzenhofer, michele r.; knight, tiffany m.",population-level effects of augmented herbivory on lespedeza cuneata: implications for biological control,2007,ecological applications,17,4,965–971,10.1890/06-1282,Y,article
SCHU2007B,"schutzenhofer, michele r.",the effect of herbivory on the mating system of congeneric native and exotic lespedeza species,2007,international journal of plant sciences,168,7,1021–1026,10.1086/518941,Y,article
SCHU2009,"schutzenhofer, michele r.; valone, thomas j.; knight, tiffany m.",herbivory and population dynamics of invasive and native lespedeza,2009,oecologia,161,1,57–66,10.1007/s00442-009-1354-5,Y,article
SCHU2011,"schulte, lisa a.; mottl, erik c.; palik, brian j.","the association of two invasive shrubs, common buckthorn (rhamnus cathartica) and tartarian honeysuckle (lonicera tatarica), with oak communities in the midwestern united states",2011,canadian journal of forest research,41,10,1981–1992,10.1139/x11-112,N,article
SCHU2014,"schuster, michael j.; dukes, jeffrey s.",non-additive effects of invasive tree litter shift seasonal n release: a potential invasion feedback,2014,oikos,123,9,1101–1111,10.1111/oik.01078,Y,article
SCHU2015,"schulz, kurt e.; wright, jessica",reproduction of invasive amur honeysuckle (lonicera maackii) and the arithmetic of an extermination strategy,2015,restoration ecology,23,6,900–908,10.1111/rec.12260,Y,article
SCHU2018,"schultheis, elizabeth h.; macguigan, daniel j.","competitive ability, not tolerance, may explain success of invasive plants over natives",2018,biological invasions,20,10,2793-2806,10.1007/s10530-018-1733-0,Y,article
SCHU2020,"schultz, cb; ferguson, ja",demographic costs and benefits of herbicide-based restoration to enhance habitat for an endangered butterfly and a threatened plant,2020,restoration ecology,28,3,564-572,10.1111/rec.13102,Y,article
SCHW1996,"schwartz, m. w.; heim, j. r.",effects of a prescribed fire on degraded forest vegetation,1996,natural areas journal,16,3,184–191,,Y,article
SCHW1999,"schweitzer, jennifer a.; larson, katherine c.",greater morphological plasticity of exotic honeysuckle species may make them better invaders than native species,1999,journal of the torrey botanical society,126,1,15,10.2307/2997251,Y,article
SCHW2016,"schwartz, lauren m.; gibson, david j.; young, bryan g.",life history of achyranthes japonica (amaranthaceae): an invasive species in southern illinois 1,2016,the journal of the torrey botanical society,143,2,93–102,10.3159/torrey-d-14-00014,Y,article
SCIE2011,"sciegienka, joanna k.; keren, elai n.; menalled, fabian d.","impact of root fragment dimension, weight, burial depth, and water regime on cirsium arvense emergence and growth",2011,canadian journal of plant science,91,6,1027–1036,10.4141/cjps2011-059,Y,article
SCOT1996,"scott, john k.",population ecology of chrysanthemiodes monilifera in south africa: implications for its control in australia,1996,the journal of applied ecology,33,6,1496,10.2307/2404788,Y,article
SCOT2001,"scott, neal a.; saggar, surinder; mcintosh, peter d.",biogeochemical impact of hieracium invasion in new zealand's grazed tussock grasslands: sustainability implications,2001,ecological applications,11,5,1311–1322,10.1890/1051-0761(2001)011[1311:biohii]2.0.co;2,Y,article
SCOT2005,"scott, j. j.; kirkpatrick, j. b.","changes in subantarctic heard island vegetation at sites occupied by poa annua, 1987-2000",2005,"arctic, antarctic, and alpine research",37,3,366–371,10.1657/1523-0430(2005)037[0366:cishiv]2.0.co;2,Y,article
SCRI2015,"scriver, michelle; marinich, allison; wilson, chris; freeland, joanna",development of species-specific environmental dna (edna) markers for invasive aquatic plants,2015,aquatic botany,122,,27–31,10.1016/j.aquabot.2015.01.003,Y,article
SEAB1994,"seabloom, e. w.; wiedemann, a. m.",distribution and effects of ammophila breviligulata fern. (american beachgrass) on the foredunes of the washington coast,1994,journal of coastal research,10,1,178–188,,Y,article
SEAR2006,"searcy, karen b.; pucko, carolyn; mcclelland, donald","the distribution and habitat preferences of introduced species in the mount holyoke range, hampshire co., massachusetts",2006,rhodora,108,,,,Y,article
SEAS2007,"seastedt, t. r.; suding, k. n.",biotic constraints on the invasion of diffuse knapweed (centaurea diffusa) in north american grasslands,2007,oecologia,151,4,626–636,10.1007/s00442-006-0620-z,Y,article
SEBU2014,"seburanga, jean leonard",evidence for pre-dispersal predation of seeds of tithonia diversifolia by the black-faced canary (serinus capistratus),2014,journal of plant interactions,9,1,832–837,10.1080/17429145.2014.962635,Y,article
SEDI2020,"sedio, be; devaney, jl; pullen, j; parker, gg; wright, sj; parker, jd",chemical novelty facilitates herbivore resistance and biological invasions in some introduced plant species,2020,ecology and evolution,10,16,8770-8792,10.1002/ece3.6575,Y,article
SEEF2007A,"seefeldt, s. s.; taylor, j. b.; van vleet, s.",reducing euphorbia esula with a combination of sheep grazing and imazapic,2007,journal of arid environments,69,3,432–440,10.1016/j.jaridenv.2006.10.007,N,article
SEEF2007B,"seefeldt, steven s.; conn, jeffery s.; jackson, brian e.; sparrow, stephen d.",response of seedling bird vetch (vicia cracca) to six herbicides,2007,weed technology,21,3,692–694,10.1614/wt-06-187.1,Y,article
SEEN2019A,"seeney, alex; eastwood, sophie; pattison, zarah; willby, nigel j.; bull, colin d.",all change at the water's edge: invasion by non-native riparian plants negatively impacts terrestrial invertebrates,2019,biological invasions,21,6,1933-1946,10.1007/s10530-019-01947-5,Y,article
SEEN2019B,"seeney, alex; pattison, zarah; willby, nigel j.; boon, philip j.; bull, colin d.",stream invertebrate diversity reduces with invasion of river banks by non-native plants,2019,freshwater biology,64,3,485-496,10.1111/fwb.13236,Y,article
SEIG1997,"seiger, leslie a.; merchant, henry c.",mechanical control of japanese knotweed (fallopia japonica [houtt.] ronse decraene): effects of cutting regime on rhizomatous reserves,1997,natural areas journal,17,4,341–345,,Y,article
SEIL2014,"seiler, lauren k.; decoteau, dennis r.; davis, donald d.",evaluation of ailanthus altissima as a bioindicator to detect phytotoxic levels of ozone,2014,northeastern naturalist,21,4,541–553,10.1656/045.021.0405,Y,article
SEIP2015,"seipel, tim; alexander, jake m.; daehler, curtis c.; rew, lisa j.; edwards, peter j.; dar, pervaiz a.; mcdougall, keith; naylor, bridgett; parks, catherine; pollnac, fredric w.; reshi, zafar a.; schroder, mel; kueffer, christoph",performance of the herb verbascum thapsus along environmental gradients in its native and non-native ranges,2015,journal of biogeography,42,1,132–143,10.1111/jbi.12403,Y,article
SEIP2016,"seipel, tim; alexander, jake m.; edwards, peter j.; kueffer, christoph",range limits and population dynamics of non-native plants spreading along elevation gradients,2016,"perspectives in plant ecology, evolution and systematics",20,,46–55,10.1016/j.ppees.2016.04.001,Y,article
SELB1999,"selbo, sarena m.; carmichael, jeffrey s.",reproductive biology of leafy spurge (euphorbia esula l.): breeding system analysis,1999,canadian journal of botany,77,11,1684–1688,10.1139/b99-126,Y,article
SENA2017,"senator, s. a.; saksonov, s. v.; vasjukov, v. m.; rakov, n. s.",invasive and potentially invasive plants of the middle volga region,2017,russian journal of biological invasions,8,2,158–167,10.1134/s2075111717020084,Y,article
SEND2015,"sendek, a.; herz, k.; auge, h.; hensen, i.; klotz, s.",performance and responses to competition in two congeneric annual species: does seed heteromorphism matter?,2015,plant biology,17,6,1203-1209,10.1111/plb.12372,Y,article
SEPP2009,"seppä, heikki; alenius, teija; bradshaw, richard h.w.; giesecke, thomas; heikkilä, maija; muukkonen, petteri",invasion of norway spruce (picea abies) and the rise of the boreal ecosystem in fennoscandia,2009,journal of ecology,97,4,629–640,10.1111/j.1365-2745.2009.01505.x,Y,article
SERA2012,"Šerá, božena",effects of soil substrate contaminated by knotweed leaves on seed development,2012,polish journal of environmental studies,21,3,713–717,,Y,article
SERB2007,"sebert-cuvillier, emmanuelle; paccaut, frédéric; chabrerie, olivier; endels, patrick; goubet, olivier; decocq, guillaume",local population dynamics of an invasive tree species with a complex life-history cycle: a stochastic matrix model,2007,ecological modelling,201,2,127–143,10.1016/j.ecolmodel.2006.09.005,Y,article
SERB2008,"sebert-cuvillier, emmanuelle; simon-goyheneche, valérie; paccaut, frédéric; chabrerie, olivier; goubet, olivier; decocq, guillaume",spatial spread of an alien tree species in a heterogeneous forest landscape: a spatially realistic simulation model,2008,landscape ecology,23,7,787–801,10.1007/s10980-008-9237-4,Y,article
SERN2016,"tucker serniak, l.",comparison of the allelopathic effects and uptake of fallopia japonica phytochemicals by raphanus sativus,2016,weed research,56,2,97–101,10.1111/wre.12199,Y,article
SERS2017,"sershen; mdamba, bongani; ramdhani, syd",propagule and seedling responses of three species naturalised in subtropical south africa to elevated temperatures,2017,"flora - morphology, distribution, functional ecology of plants",229,,80–91,10.1016/j.flora.2017.02.013,Y,article
SESS2000,"sessions, laura a; kelly, david",the effects of browntop (agrostis capillaris) dominance after fire on native shrub germination and survival,2000,new zealand natural sciences,25,,1–9,,N,article
SESS2002,"sessions, laura; kelly, dave","predator-mediated apparent competition between an introduced grass, agrostis capillaris, and a native fern, botrychium australe (ophioglossaceae), in new zealand",2002,oikos,96,1,102–109,10.1034/j.1600-0706.2002.960111.x,Y,article
SETT2013,"setter, cassandra m.; lym, rodney g.",change in leafy spurge (euphorbia esula) density and soil seedbank composition 10 years following release of aphthona spp. biological control agents,2013,invasive plant science and management,6,1,147–160,10.1614/ipsm-d-12-00031.1,Y,article
SEVE2008,"severns, paul m.","exotic grass invasion impacts fitness of an endangered prairie butterfly, icaricia icarioides fenderi",2008,journal of insect conservation,12,6,651–661,10.1007/s10841-007-9101-x,Y,article
SEVE2014,"severino, josé j.; dias-arieira, cláudia r.; abe, vinícius h.f.; roldi, miria; da silva, cleiltan n.; tessmann, dauri j.","first report of sclerotium rolfsii in dandelion in parana, brazil",2014,journal of phytopathology,162,20200708,553–555,10.1111/jph.12224,Y,article
SEXT2002,"sexton, jason p.; mckay, john k.; sala, anna",plasticity and genetic diversity may allow saltcedar to invade cold climates in north america,2002,ecological applications,12,6,1652–1660,10.1890/1051-0761(2002)012[1652:pagdma]2.0.co;2,Y,article
SEXT2006,"sexton, jason p.; sala, anna; murray, kevin","occurrence, persistence, and expansion of saltcedar (tamarix spp.) populations in the great plains of montana",2006,western north american naturalist,66,1,1–11,10.3398/1527-0904(2006)66[1:opaeos]2.0.co;2,Y,article
SEYD2019,"seydosoglu, s., cacan, e., & sevilmis, u.","determination of botanical composition, yield and pasture quality ratings of infertile pastures in kozluk district of batman province of turkey.",2019,fresenius environmental bulletin,28,4A,3388-3394,NA,Y,article
SHAB2006,"shabbir, asad; bajwa, rukhsana","distribution of parthenium weed (parthenium hysterophorus l.), an alien invasive weed species threatening the biodiversity of islamabad",2006,weed biology and management,6,2,89–95,10.1111/j.1445-6664.2006.00202.x,Y,article
SHAB2007,"shabbir, asad; bajwa, rukhsana",parthenium invasion in pakistan–a threat still unrecognized,2007,pakistan journal of botany,39,7,2519–2526,,Y,article
SHAB2010,"shaben, jacqueline; myers, judith h.","relationships between scotch broom (cytisus scoparius), soil nutrients, and plant diversity in the garry oak savannah ecosystem",2010,plant ecology,207,1,81–91,10.1007/s11258-009-9655-7,N,article
SHAB2013,"shabbir, asad; dhileepan, kunjitapatham; o'donnell, chris; adkins, steve w.",complementing biological control with plant suppression: implications for improved management of parthenium weed (parthenium hysterophorus l.),2013,biological control,64,3,270–275,10.1016/j.biocontrol.2012.11.014,N,article
SHAB2014,"shabbir, asad",chemical control of parthenium hysterophorus l.,2014,pakistan journal of weed science research,20,1,,,N,article
SHAB2020,"shabani, f; ahmadi, m; kumar, l; solhjouy-fard, s; tehrany, ms; shabani, f; kalantar, b; esmaeili, a",invasive weed species' threats to global biodiversity: future scenarios of changes in the number of invasive species in a changing climate,2020,ecological indicators,116,NA,106436,10.1016/j.ecolind.2020.106436,Y,article
SHAC2011,"shackleton, sheona; delang, claudio o.; angelsen, arild",from subsistence to safety nets and cash income: exploring the diverse values of non-timber forest products for livelihoods and poverty alleviation,2011,non-timber forest products in the global context,,,,,N,booksection
SHAC2018A,"shackleton, ross t.; biggs, reinette; richardson, david m.; larson, brendon m.h.",social-ecological drivers and impacts of invasion-related regime shifts: consequences for ecosystem services and human wellbeing,2018,environmental science & policy,89,,300-314,10.1016/j.envsci.2018.08.005,Y,article
SHAC2018B,"shackleton, sheona e.; shackleton, ross t.","local knowledge regarding ecosystem services and disservices from invasive alien plants in the arid kalahari, south africa",2018,journal of arid environments,159,,22-33,10.1016/j.jaridenv.2017.07.001,Y,article
SHAC2020A,"shackleton, rt; foxcroft, lc; pysek, p; wood, le; richardson, dm",assessing biological invasions in protected areas after 30 years: revisiting nature reserves targeted by the 1980s scope programme,2020,biological conservation,243,NA,108424,10.1016/j.biocon.2020.108424,Y,article
SHAC2020B,"shackleton, rt; bertzky, b; wood, le; bunbury, n; jager, h; van merm, r; sevilla, c; smith, k; wilson, jru; witt, abr; richardson, dm",biological invasions in world heritage sites: current status and a proposed monitoring and reporting framework,2020,biodiversity and conservation,29,20211112,3327-3347,10.1007/s10531-020-02026-1,Y,article
SHAF1995,"shafroth, patrick b; auble, gregor t; scott, michael l",germination and establishment of the native plains cottonwood (populus deltoides marshall subsp. monilifera) and the exotic russian-olive (elaeagnus angustifolia l.),1995,conservation biology,,,1169–1175,,N,article
SHAF2003,"shafii, bahman; price, william j.; prather, timothy s.; lass, lawrence w.; thill, donald c.",predicting the likelihood of yellow starthistle (centaurea solstitialis) occurrence using landscape characteristics,2003,weed science,51,5,748–751,10.1614/p2002-161,Y,article
SHAF2004,"shafii, bahman; price, william j.; prather, timothy s.; lass, lawrence w.; thill, donald c.",using landscape characteristics as prior information for bayesian classification of yellow starthistle,2004,weed science,52,6,948-953,10.1614/ws-04-042r1,Y,article
SHAF2005,"shafroth, patrick b.; cleverly, james r.; dudley, tom l.; taylor, john p.; van riper, charles; weeks, edwin p.; stuart, james n.","control of tamarix in the western united states: implications for water salvage, wildlife use, and riparian restoration",2005,environmental management,35,3,231–246,10.1007/s00267-004-0099-5,Y,article
SHAH2010,"shah, j. j.follstad; harner, m. j.; tibbets, t. m.",elaeagnus angustifolia elevates soil inorganic nitrogen pools in riparian ecosystems,2010,ecosystems,13,1,46–61,10.1007/s10021-009-9299-4,Y,article
SHAH2014A,"shah, manzoor a.; reshi, zafar a.",characterization of alien aquatic flora of kashmir himalaya: implications for invasion management,2014,tropical ecology,55,2,143–157,,Y,article
SHAH2014B,"shah, manzoor a.; callaway, ragan m.; shah, tabasum; houseman, gregory r.; pal, robert w.; xiao, sa; luo, wenbo; rosche, christoph; reshi, zafar a.; khasa, damase p.; chen, shuyan",conyza canadensis suppresses plant diversity in its nonnative ranges but not at home: a transcontinental comparison,2014,new phytologist,202,4,1286–1296,10.1111/nph.12733,Y,article
SHAH2019,"shaheen, hamayun; batool, ammara; gillani, syeda; dar, muhammad; habib, tariq; aziz, shamshad",diversity and distribution of invasive plantspecies in suburban vegetationof kashmir himalayas,2019,polish journal of environmental studies,28,4,2823-2833,10.15244/pjoes/92550,Y,article
SHAI2015,"shaik, razia s.; gopurenko, david; urwin, nigel a.r.; burrows, geoffrey e.; lepschi, brendan j.; weston, leslie a.","population genetics of invasive citrullus lanatus, citrullus colocynthis and cucumis myriocarpus (cucurbitaceae) in australia: inferences based on chloroplast and nuclear gene sequencing",2015,biological invasions,17,8,2475–2490,10.1007/s10530-015-0891-6,Y,article
SHAK2017,"shaker, richard r.; yakubov, artur d.; nick, stephanie m.; vennie-vollrath, erin; ehlinger, timothy j.; forsythe, k. wayne",predicting aquatic invasion in adirondack lakes: a spatial analysis of lake and landscape characteristics,2017,ecosphere,8,3,,10.1002/ecs2.1723,Y,article
SHAL2012,"shalimu, dilinuer; qiu, juan; tan, dunyan; baskin, carol c.; baskin, jerry m.",seed biology of the invasive species buffalobur (solanum rostratum) in northwest china,2012,weed science,60,2,219–224,10.1614/ws-d-11-00148.1,Y,article
SHAN2014B,"shannon, sarah m.; bauer, jonathan t.; anderson, wendy e.; reynolds, heather l.",plant-soil feedbacks between invasive shrubs and native forest understory species lead to shifts in the abundance of mycorrhizal fungi,2014,plant and soil,382,20200102,317–328,10.1007/s11104-014-2158-x,Y,article
SHAN2015A,"shang, lei; qiu, shiyun; huang, jingxin; li, bo",invasion of spartina alterniflora in china is greatly facilitated by increased growth and clonality: a comparative study of native and introduced populations,2015,biological invasions,17,5,1327–1339,10.1007/s10530-014-0796-9,Y,article
SHAN2015B,"shannon-firestone, sarah; firestone, jeffrey",allelopathic potential of invasive species is determined by plant and soil community context,2015,plant ecology,216,3,491–502,10.1007/s11258-015-0453-0,Y,article
SHAO2005,"shao, hua; peng, shaolin; wei, xiaoyi; zhang, deqing; zhang, chi",potential allelochemicals from an invasive weed mikania micrantha h.b.k.,2005,journal of chemical ecology,31,7,1657–1668,10.1007/s10886-005-5805-0,Y,article
SHAO2019,"shao, m n; qu, b; drew, b t; xiang, c l; miao, q; luo, s h",outbreak of a new alien invasive plant salvia reflexa in north‐east china,2019,weed research,59,3,201-208,10.1111/wre.12357,Y,article
SHAP2018,"shapero, m.w.k.; huntsinger, l.; becchetti, t.a.; mashiri, f.e.; james, j.j.",land manager perceptions of opportunities and constraints of using livestock to manage invasive plants,2018,rangeland ecology & management,71,5,603-611,10.1016/j.rama.2018.04.006,Y,article
SHAR1991,"sharma, reetu; dakshini, k. m.m.",a comparative assessment of the ecological effects of prosopis cineraria and p. juliflora on the soil of revegetated spaces,1991,vegetatio,96,1,87–96,10.1007/bf00031654,Y,article
SHAR1998,"sharma, reetu; dakshini, k. m.m.",integration of plant and soil characteristics and the ecological success of two prosopis species,1998,plant ecology,139,1,63–69,10.1023/a:1009767503906,Y,article
SHAR2005,"sharma, gyan p.; raghubanshi, akhilesh s.; singh, jamuna s.",lantana invasion: an overview,2005,weed biology and management,5,4,157-165,10.1111/j.1445-6664.2005.00178.x,Y,article
SHAR2008,"sharma, g. p.; esler, k. j.","phenotypic plasticity among echium plantagineum populations in different habitats of western cape, south africa",2008,south african journal of botany,74,4,746–749,10.1016/j.sajb.2008.04.006,Y,article
SHAR2010,"sharma, gyan p.; muhl, sara a.; esler, karen j.; milton, suzanne j.",competitive interactions between the alien invasive annual grass avena fatua and indigenous herbaceous plants in south african renosterveld: the role of nitrogen enrichment,2010,biological invasions,12,9,3371–3378,10.1007/s10530-010-9730-y,Y,article
SHAR2011,"shartell, lindsey m.; nagel, linda m.; storer, andrew j.",multi-criteria risk model for garlic mustard (alliaria petiolata) in michigan's upper peninsula,2011,the american midland naturalist,165,1,116–127,10.1674/0003-0031-165.1.116,Y,article
SHAR2011B,"sharma, gyan p.; raghubanshi, akhilesh s.",invasive species: ecology and impact of lantana camara invasions,2011,invasive alien plants: an ecological appraisal for the indian subcontinent,1,,19–42,10.1079/9781845939076.0019,Y,booksection
SHAR2012A,"sharip, zati; schooler, shon s.; hipsey, matthew r.; hobbs, richard j.","eutrophication, agriculture and water level control shift aquatic plant communities from floating-leaved to submerged macrophytes in lake chini, malaysia",2012,biological invasions,14,5,1029–1044,10.1007/s10530-011-0137-1,Y,article
SHAR2012C,"sharratt, m.e.j.; olckers, t.","the biological control agent acanthoscelides macrophthalmus (chrysomelidae: bruchinae) inflicts moderate levels of seed damage on its target, the invasive tree leucaena leucocephala (fabaceae), in the kwazulu-natal coastal region of south africa",2012,african entomology,20,1,44–51,10.4001/003.020.0106,N,article
SHAR2020,"sharma, ad; shivani","osmo-protectant solute studies revealed their involvement in stress adaptation in invasive alien species lantana camara l. (verbenaceae), parthenium hysterophorous l. (asteraceae), ricinus communis l. (euphorbiaceae) and ageratum conyzoides l. (asteraceae) under abiotic stress like conditions",2020,russian journal of biological invasions,11,2,182-189,10.1134/s2075111720020101,Y,article
SHAW2020,"shaw, ec; fowler, r; ohadi, s; bayly, mj; barrett, ra; tibbits, j; strand, a; willis, cg; donohue, k; robeck, p; cousens, rd",explaining the worldwide distributions of two highly mobile species: cakile edentula and cakile maritima,2020,journal of biogeography,NA,NA,2020 Online preprint,10.1111/jbi.14024,Y,article
SHEA1998,"shea, katriona; kelly, dave",estimating biocontrol agent impact with matrix models carduus nutans in new zealand,1998,ecological applications,8,3,824–832,10.1890/1051-0761(1998)008[0824:ebaiwm]2.0.co;2,Y,article
SHEA2005,"shea, katriona; kelly, dave; sheppard, andrew w.; woodburn, tim l.",context-dependent biological control of an invasive thistle,2005,ecology,86,12,3174–3181,10.1890/05-0195,Y,article
SHEA2006,"shea, katriona; sheppard, andy; woodburn, tim",seasonal life-history models for the integrated management of the invasive weed nodding thistle carduus nutans in australia,2006,journal of applied ecology,43,3,517–526,10.1111/j.1365-2664.2006.01160.x,Y,article
SHEA2018,"shea, kathleen l.; helgeson, sonja r.","tree growth patterns, mortality, and colonization in a restored maple-basswood forest",2018,ecological restoration,36,4,295-305,10.3368/er.36.4.295,Y,article
SHEE1996,"sheeley, scott e.; raynal, dudley j.",the distribution and status of species of vincetoxicum in eastern north america,1996,journal of the torrey botanical society,123,2,148–156,10.2307/2996072,Y,article
